,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2007,53859500.0,,,
March 2008,53859500.0,,,
June 2008,53859500.0,,,
September 2008,53859500.0,,,
December 2008,67395000.0,,,
March 2009,67395000.0,,,
June 2009,67671000.0,,,
September 2009,48284000.0,1509402000.0,304604000.0,
December 2009,66984000.0,,,
March 2010,66755000.0,,,
June 2010,58994000.0,1664768000.0,337173000.0,
September 2010,64229000.0,1724440000.0,359994000.0,
December 2010,52850000.0,1871404000.0,370789000.0,
March 2011,70611000.0,2111441000.0,336723000.0,
June 2011,75285000.0,2126696000.0,281191000.0,
September 2011,72928000.0,2375391000.0,460931000.0,27139000.0
December 2011,65468000.0,2353366000.0,280200000.0,26952000.0
March 2012,59466000.0,2532929000.0,307469000.0,37989000.0
June 2012,51711000.0,2664245000.0,250557000.0,41242000.0
September 2012,95526000.0,2943762000.0,370534000.0,
December 2012,72831000.0,3258946000.0,368368000.0,
March 2013,85519000.0,3305746000.0,383137000.0,
June 2013,89981000.0,3603313000.0,533049000.0,
September 2013,101893000.0,3657266000.0,453760000.0,
December 2013,83397000.0,4078719000.0,451960000.0,
March 2014,73300000.0,4085134000.0,457676000.0,
June 2014,71925000.0,4098627000.0,468657000.0,
September 2014,112200000.0,4507228000.0,497807000.0,
December 2014,46218000.0,4550031000.0,500844000.0,
March 2015,122669000.0,4536282000.0,489277000.0,
June 2015,112992000.0,4724245000.0,500758000.0,
September 2015,150694000.0,4809011000.0,607675000.0,
December 2015,39081000.0,4748446000.0,517241000.0,
March 2016,122437000.0,4834992000.0,604569000.0,
June 2016,99505000.0,4715127000.0,496903000.0,
September 2016,4249000.0,4539792000.0,393042000.0,
December 2016,9671000.0,4629657000.0,388252000.0,
March 2017,-28862000.0,4796645000.0,633946000.0,
June 2017,-4349000.0,4828194000.0,671283000.0,
