,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
June 2010,349965250.0,-17584500.0,,
September 2010,349965250.0,-17584500.0,,
December 2010,349965250.0,-17584500.0,,
March 2011,349965250.0,-17584500.0,,
June 2011,385431000.0,-8373000.0,,
September 2011,396872000.0,-11420000.0,,
December 2011,385878000.0,-38325000.0,,
March 2012,425189000.0,-49304000.0,,
June 2012,401932000.0,-33105000.0,,
September 2012,411790000.0,6999000.0,,
December 2012,419272000.0,-58250000.0,,
March 2013,416235000.0,-34723000.0,,
June 2013,399279000.0,-38205000.0,,
September 2013,445927000.0,-48415000.0,,
