,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
June 2010,675000.0,606000.0,215000.0,,
September 2010,608000.0,521000.0,410000.0,,
December 2010,870000.0,700000.0,-466000.0,,
March 2011,736000.0,614000.0,1097000.0,,
June 2011,887000.0,721000.0,-259000.0,,
September 2011,731000.0,551000.0,128000.0,,
December 2011,760000.0,595000.0,30000.0,,
March 2012,510000.0,499000.0,85000.0,,
June 2012,731000.0,578000.0,84000.0,,
September 2012,755000.0,610000.0,297000.0,,
December 2012,821000.0,692000.0,66000.0,,
March 2013,747000.0,639000.0,774000.0,,
June 2013,1019000.0,872000.0,172000.0,6448000.0,4456000.0
September 2013,1033000.0,893000.0,156000.0,,
December 2013,945000.0,798000.0,31000.0,,
March 2014,792000.0,624000.0,513000.0,,
June 2014,1018000.0,841000.0,-115000.0,,
September 2014,957000.0,780000.0,79000.0,,
December 2014,948000.0,745000.0,28000.0,,
March 2015,1039000.0,851000.0,128000.0,,
June 2015,1184000.0,995000.0,61000.0,,
September 2015,1096000.0,908000.0,234000.0,,
December 2015,1006000.0,811000.0,101000.0,,
March 2016,1168000.0,929000.0,108000.0,,
June 2016,1319000.0,1112000.0,125000.0,,
September 2016,1335000.0,1095000.0,-110000.0,,
December 2016,1361000.0,1146000.0,-191000.0,,
March 2017,1629000.0,1385000.0,-85000.0,,
June 2017,1552000.0,1286000.0,-193000.0,,
September 2017,1631000.0,1358000.0,-171000.0,,
December 2017,1407000.0,1140000.0,-307000.0,,
March 2018,1459000.0,1183000.0,-1344000.0,,
June 2018,1513000.0,1211000.0,-43000.0,,
September 2018,1603000.0,1290000.0,32000.0,,
December 2018,1440000.0,1089000.0,-406000.0,,
March 2019,1641000.0,1291000.0,1059000.0,,
June 2019,1811000.0,1423000.0,444000.0,,
September 2019,2275000.0,1881000.0,306000.0,,
December 2019,2168000.0,1834000.0,-436000.0,,
March 2020,1870000.0,1524000.0,400000.0,,
June 2020,1714000.0,1363000.0,730000.0,,
