,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2020,1959000.0,1488000.0,-1958000.0,,
June 2020,3418000.0,3004000.0,-3406000.0,,
September 2020,3012000.0,2550000.0,-3011000.0,,
December 2020,8887000.0,8434000.0,-8890000.0,80907000.0,80786000.0
March 2021,5086000.0,4134000.0,-5091000.0,,
June 2021,5059000.0,3914000.0,-5059000.0,159062000.0,158950000.0
September 2021,12277000.0,9298000.0,-12267000.0,158518000.0,158435000.0
December 2021,9624000.0,6249000.0,-9622000.0,149494000.0,149424000.0
March 2022,17368000.0,13575000.0,-17275000.0,134308000.0,134249000.0
June 2022,20113000.0,16300000.0,-19926000.0,123782000.0,123685000.0
