,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2000,6014.021739130435,-72783.0,,
June 2000,6014.021739130435,-72783.0,,
September 2000,6014.021739130435,-72783.0,,
December 2000,6014.021739130435,-72783.0,,
March 2001,6014.021739130435,-72783.0,,
June 2001,6014.021739130435,-72783.0,,
September 2001,6014.021739130435,-72783.0,,
December 2001,6014.021739130435,-72783.0,,
March 2002,6014.021739130435,-72783.0,,
June 2002,6014.021739130435,-72783.0,,
September 2002,6014.021739130435,-72783.0,,
December 2002,6014.021739130435,-72783.0,,
March 2003,6014.021739130435,-72783.0,,
June 2003,6014.021739130435,-72783.0,,
September 2003,6014.021739130435,-72783.0,,
December 2003,6014.021739130435,-72783.0,,
March 2004,6014.021739130435,-72783.0,,
June 2004,6014.021739130435,-72783.0,,
September 2004,6014.021739130435,-72783.0,,
December 2004,6014.021739130435,-72783.0,,
March 2005,6014.021739130435,-72783.0,,
June 2005,6014.021739130435,-72783.0,,
September 2005,6014.021739130435,-72783.0,,
December 2005,6014.021739130435,-72783.0,,
March 2006,6014.021739130435,-72783.0,,
June 2006,6014.021739130435,-72783.0,,
September 2006,6014.021739130435,-72783.0,,
December 2006,6014.021739130435,-72783.0,,
March 2007,6014.021739130435,-72783.0,,
June 2007,6014.021739130435,-72783.0,,
September 2007,6014.021739130435,-72783.0,,
December 2007,6014.021739130435,-72783.0,,
March 2008,6014.021739130435,-72783.0,,
June 2008,6014.021739130435,-72783.0,,
September 2008,6014.021739130435,-72783.0,,
December 2008,6014.021739130435,-72783.0,,
March 2009,6014.021739130435,-72783.0,,
June 2009,6014.021739130435,-72783.0,,
September 2009,6014.021739130435,-72783.0,,
December 2009,6014.021739130435,-72783.0,,
March 2010,6014.021739130435,-27609.0,,
June 2010,6014.021739130435,-343561.0,,
September 2010,6014.021739130435,-265562.0,,
December 2010,6014.021739130435,639236.0,1861204.0,1511027.0
March 2011,6014.021739130435,-535184.0,,
June 2011,6014.021739130435,-61765.0,941838.0,171.0
September 2011,5.820766091346741e-11,-28059.0,925155.0,155.0
December 2011,,-48196.0,2220188.0,1842758.0
March 2012,,-19008.0,2441603.0,1942428.0
June 2012,,-989956.0,2377755.0,2020797.0
September 2012,,35918.0,3005902.0,2507522.0
December 2012,,-3764895.0,412.0,412.0
March 2013,,-324935.0,3164359.0,391977.0
June 2013,,-448014.0,3369189.0,238264.0
September 2013,,-536749.0,3335103.0,214984.0
