,NetIncomeLoss,Assets
March 2007,3841250000.0,
June 2007,3841250000.0,
September 2007,3841250000.0,
December 2007,3841250000.0,
March 2008,2373000000.0,
June 2008,2003000000.0,
September 2008,527000000.0,
December 2008,702000000.0,2175052000000.0
March 2009,2141000000.0,
June 2009,2721000000.0,2026642000000.0
September 2009,3588000000.0,2041009000000.0
December 2009,3278000000.0,2119673000000.0
March 2010,3326000000.0,2135796000000.0
June 2010,4795000000.0,2014019000000.0
September 2010,4418000000.0,2141595000000.0
December 2010,4831000000.0,2117605000000.0
March 2011,5555000000.0,2198161000000.0
June 2011,5431000000.0,2246764000000.0
September 2011,4262000000.0,2289240000000.0
December 2011,3728000000.0,2265792000000.0
March 2012,4924000000.0,2320330000000.0
June 2012,4960000000.0,2290146000000.0
September 2012,5708000000.0,2321284000000.0
December 2012,5692000000.0,2359141000000.0
March 2013,6529000000.0,2389349000000.0
June 2013,6496000000.0,2439494000000.0
September 2013,-380000000.0,2463309000000.0
December 2013,5278000000.0,2414879000000.0
March 2014,5274000000.0,2476650000000.0
June 2014,5980000000.0,2520336000000.0
September 2014,5572000000.0,2527005000000.0
December 2014,4936000000.0,2572773000000.0
March 2015,5914000000.0,2576619000000.0
June 2015,6290000000.0,2449599000000.0
September 2015,6804000000.0,2417121000000.0
December 2015,5434000000.0,2351698000000.0
March 2016,5520000000.0,2423808000000.0
June 2016,6200000000.0,2466096000000.0
September 2016,6286000000.0,2521029000000.0
December 2016,6727000000.0,2490972000000.0
March 2017,6448000000.0,2546290000000.0
June 2017,7029000000.0,2563174000000.0
September 2017,6732000000.0,2563074000000.0
December 2017,4232000000.0,2533600000000.0
March 2018,8712000000.0,2609785000000.0
June 2018,8316000000.0,2590050000000.0
September 2018,8380000000.0,2615183000000.0
December 2018,7066000000.0,2622532000000.0
March 2019,9179000000.0,2737188000000.0
June 2019,9652000000.0,2727379000000.0
September 2019,9080000000.0,2764661000000.0
December 2019,8520000000.0,2686477000000.0
March 2020,2865000000.0,3138530000000.0
June 2020,4687000000.0,3213115000000.0
September 2020,9443000000.0,3246076000000.0
December 2020,12136000000.0,3384757000000.0
March 2021,14300000000.0,3689336000000.0
June 2021,11948000000.0,3684256000000.0
September 2021,11687000000.0,3757576000000.0
December 2021,10399000000.0,3743567000000.0
March 2022,8282000000.0,3954687000000.0
June 2022,8649000000.0,3841314000000.0
