,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2008,32250000.0,238825000.0,-32525000.0,,
June 2008,32250000.0,238825000.0,-32525000.0,,
September 2008,32250000.0,238825000.0,-32525000.0,,
December 2008,32250000.0,238825000.0,-32525000.0,,
March 2009,27400000.0,172100000.0,-24400000.0,,
June 2009,25100000.0,167800000.0,38100000.0,,
September 2009,24300000.0,161900000.0,61100000.0,,
December 2009,25100000.0,179300000.0,114500000.0,2956900000.0,1771600000.0
March 2010,20800000.0,155900000.0,-11600000.0,,
June 2010,21100000.0,160400000.0,120200000.0,2714400000.0,1526700000.0
September 2010,18900000.0,142400000.0,28300000.0,2840100000.0,1728800000.0
December 2010,18100000.0,158400000.0,99200000.0,3020900000.0,1875400000.0
March 2011,20300000.0,146000000.0,-40800000.0,2949300000.0,1806300000.0
June 2011,18400000.0,147200000.0,-7600000.0,2642900000.0,1531900000.0
September 2011,18500000.0,153300000.0,78600000.0,2566900000.0,1562600000.0
December 2011,18900000.0,139800000.0,90300000.0,2612200000.0,1603400000.0
March 2012,20000000.0,141400000.0,17400000.0,2455600000.0,1452100000.0
June 2012,22200000.0,142000000.0,50700000.0,2397900000.0,1464900000.0
September 2012,18800000.0,138600000.0,-8400000.0,2254500000.0,1324700000.0
December 2012,20500000.0,150800000.0,85900000.0,2420400000.0,1512400000.0
March 2013,17000000.0,142200000.0,-29900000.0,2323200000.0,1401900000.0
June 2013,17800000.0,144900000.0,24500000.0,2275800000.0,1361700000.0
September 2013,15800000.0,131700000.0,-7600000.0,2237700000.0,1327300000.0
December 2013,18900000.0,140600000.0,121500000.0,2510000000.0,1540800000.0
March 2014,14400000.0,138500000.0,-50800000.0,2399200000.0,1389400000.0
June 2014,15800000.0,133600000.0,-12100000.0,2336100000.0,1301700000.0
September 2014,20300000.0,138000000.0,47800000.0,2279400000.0,1256700000.0
December 2014,18300000.0,144000000.0,61800000.0,2348700000.0,1317300000.0
March 2015,18200000.0,128800000.0,-43200000.0,2131500000.0,1106100000.0
June 2015,28400000.0,145400000.0,-58200000.0,2163600000.0,1096200000.0
September 2015,16600000.0,115400000.0,-9600000.0,2097900000.0,1042400000.0
December 2015,13200000.0,130000000.0,1100000.0,2130000000.0,1111500000.0
March 2016,16000000.0,110100000.0,-39900000.0,2265100000.0,1207000000.0
June 2016,13100000.0,115700000.0,21600000.0,2241600000.0,1194200000.0
September 2016,11400000.0,120000000.0,-28200000.0,2176100000.0,1133700000.0
December 2016,6500000.0,95400000.0,-1200000.0,2021600000.0,1027300000.0
March 2017,11800000.0,105000000.0,-32700000.0,1962300000.0,958100000.0
June 2017,13100000.0,114200000.0,-42000000.0,2318900000.0,1312500000.0
September 2017,10800000.0,102300000.0,-41100000.0,2296900000.0,1262100000.0
December 2017,3000000.0,90400000.0,50500000.0,2542400000.0,1389500000.0
March 2018,8500000.0,90900000.0,40600000.0,2513700000.0,1332800000.0
June 2018,6200000.0,92700000.0,3800000.0,2370900000.0,1246900000.0
September 2018,7100000.0,90900000.0,6100000.0,2328000000.0,1207200000.0
December 2018,10100000.0,95800000.0,25000000.0,2457600000.0,1301400000.0
March 2019,9000000.0,98000000.0,-19400000.0,2484500000.0,1207300000.0
June 2019,7200000.0,92400000.0,26200000.0,2507800000.0,1205800000.0
September 2019,5900000.0,95600000.0,-13200000.0,2405800000.0,1119000000.0
December 2019,9200000.0,78800000.0,-10800000.0,2504000000.0,1221300000.0
March 2020,6200000.0,86800000.0,1015300000.0,2971600000.0,1883300000.0
June 2020,3200000.0,80200000.0,-78600000.0,2399300000.0,1320100000.0
September 2020,6700000.0,85500000.0,-12900000.0,2407400000.0,1302600000.0
December 2020,10500000.0,116900000.0,-173100000.0,2707900000.0,1506000000.0
March 2021,5600000.0,90000000.0,-157800000.0,2456700000.0,1280600000.0
June 2021,6800000.0,94600000.0,-140800000.0,2376300000.0,1146200000.0
September 2021,6700000.0,95100000.0,-18700000.0,2321400000.0,1125400000.0
December 2021,9400000.0,109800000.0,-131200000.0,2419500000.0,1133000000.0
March 2022,6500000.0,104400000.0,-57300000.0,2277000000.0,1022000000.0
June 2022,4800000.0,109600000.0,-17100000.0,2154400000.0,954100000.0
