,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
September 2019,33093250.0,10522500.0,-11478750.0,,
December 2019,33093250.0,10522500.0,-11478750.0,,
March 2020,33093250.0,10522500.0,-11478750.0,,
June 2020,33093250.0,10522500.0,-11478750.0,,
September 2020,35436000.0,11954000.0,-10407000.0,,
December 2020,37055000.0,12146000.0,-10330000.0,,
March 2021,40172000.0,13036000.0,-10117000.0,,
June 2021,50556000.0,13717000.0,-15910000.0,459827000.0,113876000.0
September 2021,63445000.0,16970000.0,-25130000.0,447980000.0,114074000.0
December 2021,65443000.0,17386000.0,-24225000.0,456971000.0,124496000.0
March 2022,72359000.0,20425000.0,-28736000.0,449551000.0,120491000.0
June 2022,71197000.0,19631000.0,-21587000.0,494413000.0,147391000.0
