,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
December 2007,,-658400000.0,
March 2008,,-658400000.0,
June 2008,,-658400000.0,
September 2008,,-658400000.0,
December 2008,,-85550000.0,
March 2009,,-85550000.0,
June 2009,,-143800000.0,
September 2009,,-234900000.0,6756800000.0
December 2009,,192000000.0,
March 2010,,11400000.0,
June 2010,,50500000.0,6211400000.0
September 2010,,-8800000.0,5938600000.0
December 2010,,-20400000.0,5726700000.0
March 2011,,,5621300000.0
June 2011,,,5504800000.0
September 2011,,,5358400000.0
December 2011,,,5363400000.0
March 2012,,,5484900000.0
June 2012,,,6657000000.0
September 2012,,,7248200000.0
December 2012,,,7347300000.0
March 2013,,,8232500000.0
June 2013,,,8287000000.0
September 2013,,,8856400000.0
December 2013,,,8927200000.0
March 2014,,,9372800000.0
June 2014,,,9716600000.0
September 2014,,,10202500000.0
December 2014,,,10338700000.0
March 2015,,,10713100000.0
June 2015,,,10863500000.0
September 2015,,,11151000000.0
December 2015,330075000.0,221575000.0,11179500000.0
March 2016,330075000.0,221575000.0,11300200000.0
June 2016,330075000.0,221575000.0,11333200000.0
September 2016,330075000.0,221575000.0,11558900000.0
December 2016,325900000.0,206900000.0,11712100000.0
March 2017,355200000.0,229200000.0,11921100000.0
June 2017,374500000.0,289000000.0,11977100000.0
September 2017,416000000.0,313200000.0,12184600000.0
December 2017,384200000.0,189300000.0,12957300000.0
March 2018,400900000.0,351000000.0,13218100000.0
June 2018,434900000.0,453800000.0,13593400000.0
September 2018,456800000.0,466100000.0,14114600000.0
December 2018,402800000.0,287200000.0,14535800000.0
March 2019,444200000.0,351300000.0,15007000000.0
June 2019,480000000.0,474800000.0,15224000000.0
September 2019,505500000.0,505300000.0,15606600000.0
December 2019,455800000.0,431300000.0,16322900000.0
March 2020,466800000.0,482700000.0,17130000000.0
June 2020,527500000.0,630700000.0,17973900000.0
September 2020,597700000.0,829000000.0,18912300000.0
December 2020,585900000.0,791800000.0,19780400000.0
March 2021,621500000.0,929500000.0,21083800000.0
June 2021,655700000.0,1115500000.0,21793500000.0
September 2021,693100000.0,1339000000.0,24015900000.0
December 2021,665900000.0,1141600000.0,24999400000.0
March 2022,695100000.0,1436300000.0,26685300000.0
June 2022,740600000.0,1647800000.0,28869900000.0
