,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2007,3300500000.0,539250000.0,,,
December 2007,3300500000.0,539250000.0,,,
March 2008,3300500000.0,539250000.0,,,
June 2008,3300500000.0,539250000.0,,,
September 2008,3482000000.0,408000000.0,,,
December 2008,3627000000.0,640000000.0,24513000000.0,12159000000.0,12354000000.0
March 2009,3613000000.0,522000000.0,24825000000.0,12182000000.0,12643000000.0
June 2009,3644000000.0,436000000.0,25143000000.0,12252000000.0,12891000000.0
September 2009,3741000000.0,489000000.0,25142000000.0,12049000000.0,13093000000.0
December 2009,3811000000.0,669000000.0,26548000000.0,13373000000.0,13175000000.0
March 2010,3920000000.0,463000000.0,26334000000.0,13159000000.0,13175000000.0
June 2010,4046000000.0,470000000.0,26707000000.0,12336000000.0,14371000000.0
September 2010,4004000000.0,580000000.0,26275000000.0,11922000000.0,14353000000.0
December 2010,4117000000.0,739000000.0,27044000000.0,12663000000.0,14381000000.0
March 2011,4203000000.0,603000000.0,26878000000.0,12537000000.0,14341000000.0
June 2011,4237000000.0,792000000.0,27316000000.0,13005000000.0,14311000000.0
September 2011,4204000000.0,554000000.0,27454000000.0,12322000000.0,15132000000.0
December 2011,4284000000.0,683000000.0,27429000000.0,12107000000.0,15322000000.0
March 2012,4141000000.0,537000000.0,26622000000.0,11210000000.0,15412000000.0
June 2012,4249000000.0,353000000.0,27199000000.0,11570000000.0,15629000000.0
September 2012,4398000000.0,413000000.0,33462000000.0,10760000000.0,22702000000.0
December 2012,4497000000.0,756000000.0,35259000000.0,12162000000.0,23097000000.0
March 2013,4362000000.0,624000000.0,35564000000.0,12432000000.0,23132000000.0
June 2013,4286000000.0,657000000.0,35841000000.0,12571000000.0,23270000000.0
September 2013,4379000000.0,695000000.0,35481000000.0,11874000000.0,23607000000.0
December 2013,4569000000.0,754000000.0,36481000000.0,11722000000.0,24759000000.0
March 2014,4551000000.0,722000000.0,37081000000.0,12036000000.0,25045000000.0
June 2014,4493000000.0,-239000000.0,37391000000.0,11928000000.0,25463000000.0
September 2014,4456000000.0,809000000.0,37182000000.0,12242000000.0,24940000000.0
