,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2011,2021729.75,518415.25,-4971760.0,,,
June 2011,2021729.75,518415.25,-4971760.0,,,
September 2011,2021729.75,518415.25,-4971760.0,,,
December 2011,2021729.75,518415.25,-4971760.0,,,
March 2012,1799236.0,523511.0,-1072517.0,,,
June 2012,2296506.0,526730.0,-1860461.0,,,
September 2012,1981227.0,501431.0,311588.0,,,
December 2012,1936188.0,560275.0,-4044237.0,8951771.0,2159729.0,
March 2013,2457760.0,490577.0,2360408.0,,,
June 2013,2286161.0,455570.0,-9142191.0,6455584.0,3893874.0,
September 2013,2173991.0,433525.0,-3066376.0,14306501.0,12207437.0,
December 2013,3229002.0,810532.0,-2524394.0,55157273.0,51891219.0,
March 2014,4077154.0,596771.0,-2485893.0,53083675.0,44062551.0,
June 2014,4419692.0,1105773.0,-4186704.0,49599422.0,40693213.0,
September 2014,5564820.0,1390189.0,-4797062.0,51633258.0,36018379.0,
December 2014,6893334.0,1529793.0,-5173260.0,47105000.0,31755000.0,
March 2015,5380636.0,1277926.0,-4278307.0,43194563.0,28285552.0,
June 2015,5501511.0,1256000.0,-4979843.0,39827982.0,31096152.0,
September 2015,6532000.0,1801813.0,-5212014.0,35979745.0,26623520.0,
December 2015,7904853.0,1147261.0,-5713836.0,48884000.0,28198000.0,
March 2016,7148000.0,1532000.0,-5254000.0,43969000.0,23545000.0,
June 2016,6717000.0,1680000.0,-4028000.0,44235000.0,24466000.0,
September 2016,6349000.0,1594000.0,-3745000.0,45823000.0,26580000.0,
December 2016,6455000.0,1161000.0,-2776000.0,42434000.0,23424000.0,
March 2017,5558000.0,1110000.0,-9580000.0,43365000.0,24357000.0,
June 2017,5683000.0,989000.0,-2766000.0,40949000.0,21869000.0,
September 2017,6628000.0,981000.0,-633000.0,53970000.0,23485000.0,
December 2017,11804000.0,1709000.0,-7901000.0,52221000.0,23206000.0,
March 2018,7532000.0,681000.0,-4456000.0,46444000.0,19037000.0,
June 2018,7433000.0,16000.0,-3633000.0,41371000.0,14203000.0,
September 2018,9284000.0,692000.0,-8519000.0,39885000.0,13115000.0,
December 2018,6475000.0,1099000.0,-3765000.0,35406000.0,9347000.0,
March 2019,5120000.0,454000.0,-4617000.0,38492000.0,10333000.0,
June 2019,1501000.0,7000.0,-3773000.0,37115000.0,26554000.0,
September 2019,4769000.0,-230500.0,1975000.0,20836000.0,12603000.0,
December 2019,-2083000.0,-230500.0,-293000.0,14904000.0,7178000.0,
March 2020,1874000.0,1009000.0,-1179000.0,14282000.0,6866000.0,
June 2020,1186000.0,593000.0,-1700000.0,11788000.0,4622000.0,
September 2020,3105000.0,867000.0,-1353000.0,9690000.0,2801000.0,
December 2020,4416000.0,763000.0,-3769000.0,4049000.0,1787000.0,2262000.0
March 2021,4666000.0,820000.0,-7366000.0,72355000.0,36541000.0,35814000.0
June 2021,6111000.0,910000.0,-4186000.0,65401000.0,30073000.0,35328000.0
September 2021,5974000.0,1211000.0,-4461000.0,61220000.0,26294000.0,34926000.0
December 2021,103000.0,1332000.0,-24846000.0,37636000.0,23214000.0,14422000.0
March 2022,4700000.0,1551000.0,-9163000.0,32529000.0,20464000.0,12065000.0
June 2022,4501000.0,1688000.0,-5805000.0,26811000.0,16248000.0,10563000.0
