,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2018,9068250.0,-13168500.0,,
June 2018,9068250.0,-13168500.0,,
September 2018,9068250.0,-13168500.0,,
December 2018,9068250.0,-13168500.0,,
March 2019,12783500.0,-20372000.0,,
June 2019,12783500.0,-20372000.0,,
September 2019,13602000.0,-24015000.0,,
December 2019,14772000.0,-22431000.0,499881000.0,223527000.0
March 2020,14936000.0,-24381000.0,,
June 2020,17637000.0,-86658000.0,,
September 2020,25275000.0,-63081000.0,1414027000.0,1143641000.0
December 2020,26564000.0,-50312000.0,1376646000.0,1113287000.0
March 2021,23040000.0,-39188000.0,1322161000.0,1061306000.0
June 2021,22378000.0,-37859000.0,1292319000.0,1036396000.0
September 2021,27399000.0,-51494000.0,1484358000.0,854594000.0
December 2021,33777000.0,-47793000.0,1445836000.0,827296000.0
March 2022,37481000.0,-70037000.0,1361798000.0,753151000.0
June 2022,37067000.0,-69145000.0,1298473000.0,706594000.0
