,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2009,29482750.0,18122000.0,,-19400000.0,,,
December 2009,29482750.0,18122000.0,,-19400000.0,,,
March 2010,29482750.0,18122000.0,,-19400000.0,,,
June 2010,29482750.0,18122000.0,,-19400000.0,,,
September 2010,25404000.0,13855000.0,,-10630000.0,,,
December 2010,25769000.0,14482000.0,,-12442000.0,,,
March 2011,26295000.0,15883000.0,,-11502000.0,,,
June 2011,31207000.0,19278000.0,,-21752000.0,89374000.0,70562000.0,18812000.0
September 2011,22762000.0,12598000.0,,-3580000.0,,,
December 2011,23198000.0,13150000.0,,-3803000.0,82152000.0,64895000.0,17257000.0
March 2012,24611000.0,16094000.0,,-8168000.0,120040000.0,104116000.0,15924000.0
June 2012,25611000.0,14877000.0,,-8030000.0,108073000.0,93107000.0,14966000.0
September 2012,24853000.0,13534000.0,,-11768000.0,85491000.0,70914000.0,14577000.0
December 2012,26460000.0,13941000.0,,-10931000.0,128373000.0,114279000.0,14094000.0
March 2013,28730000.0,15105000.0,,-21594000.0,107431000.0,94164000.0,13267000.0
June 2013,29079000.0,16840000.0,,-17649000.0,135988000.0,121309000.0,14679000.0
September 2013,27541000.0,11704000.0,,-15680000.0,152645000.0,134176000.0,18469000.0
December 2013,28069000.0,9487000.0,,-16408000.0,146321000.0,128473000.0,17848000.0
March 2014,30292000.0,14131000.0,,-24932000.0,135155000.0,118068000.0,17087000.0
June 2014,31794000.0,14502000.0,,-28237000.0,136625000.0,121676000.0,14949000.0
September 2014,31166000.0,12190000.0,,-27593000.0,135328000.0,122787000.0,12541000.0
December 2014,32993000.0,11817000.0,,-8611000.0,163648000.0,150754000.0,12894000.0
March 2015,32144000.0,11817000.0,,58307000.0,208445000.0,196595000.0,11850000.0
June 2015,33964000.0,18618000.0,,-12734000.0,198207000.0,191047000.0,7160000.0
September 2015,34568000.0,20998000.0,,-20987000.0,186752000.0,179603000.0,7149000.0
December 2015,56952000.0,41351000.0,,-24164000.0,199918000.0,191882000.0,8036000.0
March 2016,63055000.0,48802000.0,,-22675000.0,196184000.0,187525000.0,8659000.0
June 2016,65513000.0,49504000.0,,-25014000.0,168900000.0,155301000.0,13599000.0
September 2016,63270000.0,46563000.0,,-28608000.0,166861000.0,158019000.0,8842000.0
December 2016,64329000.0,46469000.0,,-23301000.0,272202000.0,263889000.0,8313000.0
March 2017,65215000.0,46069000.0,,-35317000.0,256202000.0,246951000.0,9251000.0
June 2017,60116000.0,39098000.0,,-29592000.0,279145000.0,270177000.0,8968000.0
September 2017,65252000.0,53204000.0,11827500.0,-34053000.0,502309000.0,493824000.0,8485000.0
December 2017,67936000.0,56329000.0,11827500.0,-34053000.0,462845000.0,453856000.0,8989000.0
March 2018,88121000.0,53636000.0,16773000.0,-22851000.0,497007000.0,487790000.0,9217000.0
June 2018,83586000.0,48127000.0,,-52448000.0,460364000.0,451543000.0,8821000.0
September 2018,80635000.0,55550000.0,27681500.0,-24811000.0,484219000.0,476210000.0,8009000.0
December 2018,93379000.0,62120000.0,27681500.0,-11362000.0,548962000.0,530840000.0,18122000.0
March 2019,102131000.0,65541000.0,35548000.0,-37494000.0,567004000.0,493914000.0,73090000.0
