,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2017,2844250.0,-4548000.0,,
June 2017,2844250.0,-4548000.0,,
September 2017,2844250.0,-4548000.0,,
December 2017,2844250.0,-4548000.0,,
March 2018,3144000.0,-3224000.0,,
June 2018,3144000.0,-2587000.0,,
September 2018,3856000.0,-4172000.0,,
December 2018,4205000.0,-5080000.0,,
March 2019,4299000.0,-6695000.0,,
June 2019,4690000.0,-7493000.0,,
September 2019,4774000.0,-2437000.0,,
December 2019,4860000.0,-3668000.0,,
March 2020,5005000.0,-6112000.0,,
June 2020,5530000.0,-6371000.0,,
September 2020,5732000.0,-6713000.0,,
December 2020,6355000.0,-8096000.0,,
March 2021,8054000.0,-10974000.0,,
June 2021,11443000.0,-24393000.0,,
September 2021,15273000.0,-36343000.0,,
December 2021,17495000.0,-46451000.0,,
March 2022,20635000.0,-51242000.0,,
June 2022,22542000.0,-46716000.0,,
