,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,38404750.0,19644750.0,-3096500.0,,
June 2009,38404750.0,19644750.0,-3096500.0,,
September 2009,38404750.0,19644750.0,-3096500.0,,
December 2009,38404750.0,19644750.0,-3096500.0,,
March 2010,71266000.0,36137000.0,-14944500.0,,
June 2010,61949000.0,29283000.0,-14944500.0,,
September 2010,57547000.0,27133000.0,-8774000.0,,
December 2010,44366000.0,21852000.0,-13077000.0,380185000.0,44783000.0
March 2011,56082000.0,32933000.0,-9222000.0,,
June 2011,50256000.0,26507000.0,-9222000.0,362314000.0,32587000.0
September 2011,142534000.0,26191000.0,-83679000.0,264571000.0,31269000.0
December 2011,50505000.0,23052000.0,-33947000.0,228353000.0,26493000.0
