,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2017,34856500.0,11008750.0,-13077000.0,,,
June 2017,34856500.0,11008750.0,-13077000.0,,,
September 2017,34856500.0,11008750.0,-13077000.0,,,
December 2017,34856500.0,11008750.0,-13077000.0,,,
March 2018,44490000.0,13524000.0,-14106000.0,,,
June 2018,46650000.0,14377000.0,-17595000.0,,,
September 2018,55206000.0,16325000.0,-21885000.0,,,
December 2018,64476000.0,19502000.0,-22179000.0,135417000.0,89146000.0,
March 2019,65596000.0,22319000.0,-23222000.0,,,
June 2019,71390000.0,25355000.0,-26875000.0,158130000.0,99430000.0,58700000.0
September 2019,79233000.0,28436000.0,-25274000.0,453370000.0,406137000.0,
December 2019,85409000.0,34553000.0,-21375000.0,466930000.0,408439000.0,
March 2020,88763000.0,35104000.0,-38503000.0,529540000.0,342532000.0,
June 2020,78741000.0,32559000.0,-42990000.0,634060000.0,452249000.0,
September 2020,91148000.0,35384000.0,-43305000.0,616275000.0,437298000.0,
December 2020,101731000.0,38715000.0,-51034000.0,605109000.0,421469000.0,
March 2021,111111000.0,43616000.0,-55993000.0,830746000.0,618622000.0,
June 2021,128210000.0,44264000.0,-70723000.0,796501000.0,574168000.0,
September 2021,122255000.0,44912000.0,-57196000.0,771411000.0,537774000.0,
December 2021,126809000.0,43626000.0,-52195000.0,754944000.0,517812000.0,
March 2022,133324000.0,48262000.0,-57412000.0,698434000.0,464260000.0,
June 2022,138670000.0,52245000.0,-53165000.0,648414000.0,416999000.0,
