,NetIncomeLoss,Assets
March 2010,993212.5,
June 2010,993212.5,
September 2010,1140923.0,
December 2010,1500083.0,552396418.0
March 2011,1165476.0,
June 2011,1449261.0,572261868.0
September 2011,1748943.0,583954870.0
December 2011,1496915.0,612171658.0
March 2012,1460905.0,593512631.0
June 2012,1351960.0,596417090.0
September 2012,1478831.0,627816876.0
December 2012,1489159.0,660580756.0
March 2013,1299431.0,648418314.0
June 2013,1374391.0,644229870.0
September 2013,1505000.0,659191951.0
December 2013,1707372.0,671853000.0
March 2014,1408210.0,687591402.0
June 2014,2537000.0,678319000.0
September 2014,1535000.0,706821000.0
December 2014,1641790.0,749665000.0
March 2015,1526000.0,753552000.0
June 2015,1510000.0,764008000.0
September 2015,1382000.0,793723000.0
December 2015,490000.0,897038000.0
March 2016,1509000.0,905750000.0
June 2016,1904000.0,925635000.0
September 2016,1930000.0,947018000.0
December 2016,2322000.0,1002110000.0
March 2017,2207000.0,989879000.0
June 2017,2830000.0,1020495000.0
September 2017,2468000.0,996721000.0
December 2017,1589000.0,1034852000.0
March 2018,2802000.0,1052813000.0
June 2018,2591000.0,1069600000.0
September 2018,3165000.0,1075805000.0
December 2018,2979000.0,1094887000.0
March 2019,3104000.0,1055681000.0
June 2019,2963000.0,1068999000.0
September 2019,3231000.0,1101132000.0
December 2019,3191000.0,1147785000.0
March 2020,2709000.0,1156635000.0
June 2020,2581000.0,1464880000.0
September 2020,3748000.0,1449051000.0
December 2020,4649000.0,1511478000.0
March 2021,4357000.0,1665394000.0
June 2021,3960000.0,1764464000.0
September 2021,4554000.0,1856759000.0
December 2021,3466000.0,1964478000.0
March 2022,2369000.0,1946019000.0
June 2022,4258000.0,1991235000.0
