,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
December 2013,3425000.0,59675000.0,-29800000.0,,
March 2014,3425000.0,59675000.0,-29800000.0,,
June 2014,3425000.0,59675000.0,-29800000.0,,
September 2014,3425000.0,59675000.0,-29800000.0,,
December 2014,4700000.0,75450000.0,-6200000.0,,
March 2015,4700000.0,75450000.0,18800000.0,,
June 2015,4500000.0,79500000.0,-21600000.0,,
September 2015,900000.0,78600000.0,147400000.0,,
December 2015,700000.0,73700000.0,-22100000.0,,
March 2016,600000.0,74800000.0,900000.0,,
June 2016,500000.0,90300000.0,8800000.0,,
September 2016,300000.0,83800000.0,44100000.0,,
December 2016,700000.0,81100000.0,28300000.0,,
March 2017,400000.0,92100000.0,27600000.0,,
