,NetIncomeLoss,Assets,AssetsCurrent
March 2009,,,
June 2009,,,
September 2009,,,
December 2009,,,
March 2010,10590000.0,,
June 2010,10579000.0,,
September 2010,16173000.0,,
December 2010,17628000.0,1509214000.0,957939000.0
March 2011,17388000.0,,
June 2011,17440000.0,1600421000.0,1028156000.0
September 2011,18950000.0,1618304000.0,1034595000.0
December 2011,-32960000.0,1652146000.0,1048082000.0
March 2012,18089000.0,1740004000.0,1152013000.0
June 2012,-37306000.0,1917468000.0,1321036000.0
September 2012,3364000.0,1907067000.0,1314349000.0
December 2012,25643000.0,1934822000.0,1349126000.0
March 2013,29915000.0,2488089000.0,1727038000.0
June 2013,24571000.0,2579916000.0,1744802000.0
September 2013,7569000.0,2925066000.0,1966215000.0
December 2013,-9126000.0,2988000000.0,2039664000.0
March 2014,4498000.0,3293481000.0,2281231000.0
June 2014,8000000.0,3452029000.0,2371845000.0
September 2014,16122000.0,4056140000.0,2987520000.0
December 2014,34000000.0,4435000000.0,3245397000.0
March 2015,28153000.0,5169789000.0,4275570000.0
June 2015,39000000.0,5736159000.0,4806227000.0
September 2015,46000000.0,5915031000.0,4910324000.0
December 2015,30000000.0,6576000000.0,5306000000.0
March 2016,24000000.0,7183000000.0,5764000000.0
June 2016,33000000.0,7202000000.0,5545000000.0
September 2016,42000000.0,7570000000.0,6113000000.0
December 2016,-47000000.0,7449000000.0,5988000000.0
March 2017,77000000.0,8038000000.0,6402000000.0
June 2017,-230000000.0,8583000000.0,7169000000.0
September 2017,-97000000.0,8954000000.0,7708000000.0
December 2017,-262000000.0,8471000000.0,7511000000.0
March 2018,107000000.0,9133000000.0,8196000000.0
June 2018,202000000.0,8763000000.0,8027000000.0
September 2018,197000000.0,8051000000.0,7301000000.0
December 2018,201000000.0,7154000000.0,6462000000.0
March 2019,198000000.0,7579000000.0,6731000000.0
June 2019,196000000.0,6690000000.0,5863000000.0
September 2019,175000000.0,6701000000.0,5877000000.0
December 2019,168000000.0,6787000000.0,5967000000.0
March 2020,178000000.0,7129000000.0,6324000000.0
June 2020,276000000.0,7876000000.0,7062000000.0
September 2020,185000000.0,7881000000.0,6953000000.0
December 2020,34000000.0,9532000000.0,7876000000.0
March 2021,228000000.0,9950000000.0,8308000000.0
June 2021,185000000.0,10530000000.0,8874000000.0
September 2021,143000000.0,11033000000.0,9366000000.0
December 2021,103000000.0,12209000000.0,10064000000.0
March 2022,258000000.0,12360000000.0,10146000000.0
June 2022,248000000.0,12572000000.0,10332000000.0
