,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
December 2008,,-47345750.0,
March 2009,,-47345750.0,
June 2009,,-47345750.0,
September 2009,,-47345750.0,
December 2009,44012000.0,26648500.0,
March 2010,44012000.0,26648500.0,
June 2010,52850000.0,-27816000.0,
September 2010,,-59530000.0,1902902000.0
December 2010,39397000.0,-48808000.0,
March 2011,39397000.0,-53755000.0,
June 2011,46414000.0,-59120000.0,2005069000.0
September 2011,,-43176000.0,1977477000.0
December 2011,,739000.0,1873857000.0
March 2012,,-39948000.0,1857944000.0
June 2012,,-39884000.0,1826748000.0
September 2012,,-66233000.0,1982218000.0
December 2012,,-20388000.0,1921524000.0
March 2013,,-19640000.0,1946710000.0
June 2013,,-5788000.0,1942917000.0
September 2013,,11948000.0,1986789000.0
December 2013,,-5138000.0,1932833000.0
March 2014,,-7971000.0,1951384000.0
June 2014,,-12355000.0,1977394000.0
September 2014,,59847000.0,2066220000.0
December 2014,,-22340000.0,1989386000.0
March 2015,,-1996000.0,2032253000.0
June 2015,,12175000.0,2090172000.0
September 2015,,356255000.0,2421203000.0
December 2015,,999000.0,2338696000.0
March 2016,,-1234000.0,2333741000.0
June 2016,,5782000.0,2318627000.0
September 2016,,-854000.0,2213158000.0
December 2016,,-1429000.0,2188143000.0
March 2017,,-7535000.0,2175201000.0
June 2017,,7123000.0,2221625000.0
September 2017,,33654000.0,2220995000.0
December 2017,,-130947000.0,2220995000.0
March 2018,,11558000.0,2107503000.0
June 2018,,13409000.0,2177027000.0
September 2018,,60605000.0,2128102000.0
December 2018,,7311000.0,2103390000.0
March 2019,,-100862000.0,2055341000.0
June 2019,,11602000.0,2120279000.0
September 2019,,2429000.0,1957644000.0
December 2019,,2746000.0,1968104000.0
March 2020,,10614000.0,2238995000.0
June 2020,,15188000.0,2002163000.0
September 2020,,23678000.0,2007480000.0
December 2020,,11997000.0,1984474000.0
March 2021,,24528000.0,2055571000.0
June 2021,,37135000.0,2092629000.0
September 2021,,48361000.0,2078810000.0
December 2021,,34885000.0,2060191000.0
March 2022,,44672000.0,2160004000.0
June 2022,,54324000.0,2218400000.0
