,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2019,918000.0,6989250.0,,
June 2019,918000.0,6989250.0,,
September 2019,918000.0,6989250.0,,
December 2019,918000.0,6989250.0,,
March 2020,1108500.0,-17375.0,,
June 2020,1108500.0,-28404.0,,
September 2020,1255000.0,-44918.0,415422378.0,1332910.0
December 2020,1298000.0,-538282303.0,415400119.0,1190526.0
March 2021,1778000.0,-614453000.0,415223822.0,965574.0
June 2021,1927000.0,-21816965.0,414904338.0,635761.0
September 2021,2137000.0,-399533000.0,403429000.0,235751000.0
December 2021,1645000.0,417785000.0,421554000.0,246389000.0
March 2022,2278000.0,5825000.0,416421000.0,244774000.0
June 2022,2289000.0,11881000.0,426622000.0,261725000.0
