,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2010,5887500.0,1070250.0,2737750.0,,
June 2010,5887500.0,1070250.0,2737750.0,,
September 2010,5887500.0,1070250.0,2737750.0,,
December 2010,5887500.0,1070250.0,2737750.0,,
March 2011,6833000.0,1112000.0,4723000.0,,
June 2011,7900000.0,1223000.0,4531000.0,,
September 2011,8342000.0,1304000.0,5488000.0,,
December 2011,9671000.0,1583000.0,3230000.0,62326000.0,28077000.0
March 2012,10089000.0,1660000.0,4782000.0,143775000.0,102676000.0
June 2012,10246000.0,2401000.0,5146000.0,144975000.0,80819000.0
September 2012,10121000.0,2561000.0,6702000.0,156921000.0,82813000.0
December 2012,10737000.0,2515000.0,7395000.0,172722000.0,90156000.0
March 2013,11885000.0,2628000.0,8287000.0,189000000.0,94232000.0
June 2013,12224000.0,2751000.0,8611000.0,198200000.0,96641000.0
September 2013,12553000.0,3026000.0,8872000.0,216379000.0,104313000.0
December 2013,13741000.0,3458000.0,9507000.0,230175000.0,109795000.0
March 2014,14576000.0,3456000.0,10102000.0,246201000.0,110674000.0
June 2014,16709000.0,3914000.0,10956000.0,264957000.0,86696000.0
September 2014,17639000.0,4555000.0,10384000.0,279426000.0,97598000.0
December 2014,18949000.0,4682000.0,10193000.0,287514000.0,108344000.0
March 2015,19413000.0,4314000.0,10453000.0,303872000.0,121212000.0
June 2015,20203000.0,4397000.0,11686000.0,319391000.0,131165000.0
September 2015,22921000.0,4760000.0,12382000.0,341926000.0,142540000.0
December 2015,24717000.0,4879000.0,11993000.0,361036000.0,138002000.0
March 2016,24511000.0,5318000.0,10662000.0,374835000.0,144148000.0
June 2016,27395000.0,5816000.0,10691000.0,388023000.0,148407000.0
September 2016,27783000.0,5976000.0,11982000.0,404045000.0,159829000.0
December 2016,25481000.0,5278000.0,9372000.0,414241000.0,157784000.0
March 2017,27591000.0,5823000.0,12200000.0,432032000.0,171808000.0
June 2017,29967000.0,6084000.0,12086000.0,454653000.0,204921000.0
September 2017,29945000.0,5877000.0,13220000.0,477570000.0,234829000.0
December 2017,34113000.0,5776000.0,14272000.0,518738000.0,165004000.0
March 2018,36180000.0,6665000.0,18051000.0,543909000.0,174638000.0
June 2018,37229000.0,7032000.0,18314000.0,566187000.0,193420000.0
September 2018,37372000.0,7458000.0,20937000.0,595864000.0,200532000.0
December 2018,39000000.0,7580000.0,19286000.0,618985000.0,215362000.0
March 2019,39412000.0,8013000.0,15511000.0,618596000.0,202751000.0
June 2019,40663000.0,8169000.0,16166000.0,645527000.0,219316000.0
September 2019,38343000.0,8359000.0,16792000.0,654899000.0,229617000.0
December 2019,37016000.0,8151000.0,15186000.0,673667000.0,236419000.0
March 2020,41275000.0,8987000.0,13984000.0,678090000.0,212474000.0
June 2020,38105000.0,8648000.0,12607000.0,698445000.0,212967000.0
September 2020,36974000.0,7915000.0,14697000.0,726126000.0,231113000.0
December 2020,41637000.0,11390000.0,9579000.0,744204000.0,242002000.0
March 2021,51069000.0,12181000.0,3712000.0,934448000.0,158516000.0
June 2021,40521000.0,11060000.0,12915000.0,949290000.0,167513000.0
September 2021,48397000.0,10614000.0,4835000.0,930311000.0,172123000.0
December 2021,42362000.0,10386000.0,11910000.0,928582000.0,183492000.0
March 2022,47914000.0,10557000.0,5095000.0,934751000.0,188212000.0
June 2022,52221000.0,9450000.0,2557000.0,918649000.0,190676000.0
