,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2008,36810500.0,,,,
June 2008,36810500.0,,,,
September 2008,36810500.0,,,,
December 2008,36810500.0,,,,
March 2009,36422000.0,,,,
June 2009,35847000.0,,,,
September 2009,37739000.0,,,,
December 2009,35602000.0,,1880287000.0,874139000.0,
March 2010,37376000.0,,,,
June 2010,38129000.0,,1875747000.0,887963000.0,
September 2010,37564000.0,,1938336000.0,900295000.0,
December 2010,43751000.0,,2030506000.0,983502000.0,
March 2011,37734000.0,,2093590000.0,956715000.0,
June 2011,44442000.0,,2160461000.0,994871000.0,
September 2011,43474000.0,,2142962000.0,999771000.0,
December 2011,48278000.0,,2400544000.0,984122000.0,
March 2012,47316000.0,,2454512000.0,973067000.0,
June 2012,51111000.0,,2524864000.0,1040234000.0,
September 2012,47056000.0,,2696852000.0,1176845000.0,
December 2012,53778000.0,,2768118000.0,1202990000.0,
March 2013,52085000.0,,2771621000.0,1191025000.0,
June 2013,55527000.0,,2862840000.0,1291740000.0,
September 2013,51756000.0,,3028526000.0,1391404000.0,
December 2013,61052000.0,,3128500000.0,1433275000.0,
March 2014,56629000.0,,3212613000.0,1456239000.0,
June 2014,56904000.0,,3383184000.0,1530712000.0,
September 2014,59937000.0,,3391455000.0,1558389000.0,
December 2014,57401000.0,,3511701000.0,1713550000.0,
March 2015,56799000.0,,3353943000.0,1609711000.0,
June 2015,59605000.0,,3468334000.0,1520000000.0,
September 2015,54849000.0,,3420630000.0,1510430000.0,
December 2015,60366000.0,,3429536000.0,1517493000.0,
March 2016,49381000.0,,3364173000.0,1426495000.0,
June 2016,56853000.0,,3319204000.0,1415356000.0,
September 2016,47299000.0,,3237570000.0,1359268000.0,
December 2016,54930000.0,,3130315000.0,1262595000.0,
March 2017,45005000.0,,3090996000.0,1246730000.0,
June 2017,44181000.0,,3091801000.0,1261705000.0,
September 2017,44354000.0,,3144683000.0,1232775000.0,
December 2017,50414000.0,,3023950000.0,1187402000.0,
March 2018,45977000.0,-49396000.0,2928681000.0,1105745000.0,
June 2018,49365000.0,-49396000.0,2902748000.0,1114245000.0,
September 2018,49187000.0,-49396000.0,2923699000.0,1189836000.0,
December 2018,53730000.0,,2824998000.0,1244889000.0,615439000.0
March 2019,49301000.0,,2971518000.0,1220392000.0,
June 2019,51618000.0,,2938635000.0,1195193000.0,
September 2019,54255000.0,,2885692000.0,1167197000.0,772114000.0
December 2019,59717000.0,,2740663000.0,1244436000.0,719695000.0
March 2020,55741000.0,,2165097000.0,1151906000.0,341363000.0
June 2020,47719000.0,,2128784000.0,1131908000.0,349012000.0
September 2020,49396000.0,,2037700000.0,1125820000.0,302454000.0
December 2020,42839000.0,,2045842000.0,1170263000.0,284472000.0
March 2021,42874000.0,,2003524000.0,1161517000.0,280357000.0
June 2021,45578000.0,,2061549000.0,1228876000.0,
September 2021,44079000.0,,1981972000.0,1185135000.0,
December 2021,91735000.0,,1962859000.0,1188003000.0,
March 2022,46519000.0,,1901997000.0,1142721000.0,
June 2022,53191000.0,,1872423000.0,1147764000.0,
