,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2018,51911.0,586.0,-192521.25,,,
December 2018,51911.0,586.0,-192521.25,,,
March 2019,51911.0,586.0,-192521.25,,,
June 2019,51911.0,586.0,-192521.25,0.0,,
September 2019,89333.0,1833.0,-228238.0,,,
December 2019,61107.0,36607.0,-1115354.0,,,
March 2020,279648.0,6315.0,396325.5,,,
June 2020,279648.0,6315.0,396325.5,1564087.0,184108.0,
September 2020,68195.0,38437.0,-515802.0,1755754.0,126533.0,
December 2020,137781.0,106273.0,-19011483.0,1241920.0,13457.0,
March 2021,121176.0,17056.0,16366550.0,,,
June 2021,39652.0,11530.0,-1067926.0,573542.0,72082.0,501460.0
September 2021,108366.0,16318.0,119644.0,609517.0,109356.0,
December 2021,89551.0,42934.0,332312.0,1325291.0,676429.0,648862.0
March 2022,123870.0,36584.0,-383286.0,1476807.0,729242.0,
June 2022,289007.0,51583.0,-1346985.0,728339.0,355395.0,
