,NetIncomeLoss,Assets
March 2009,-2132500.0,
June 2009,-2132500.0,
September 2009,-2132500.0,
December 2009,-2132500.0,
March 2010,1855000.0,
June 2010,1553000.0,
September 2010,3528000.0,
December 2010,2829000.0,2940442000.0
March 2011,2872000.0,
June 2011,4025000.0,2935441000.0
September 2011,4219000.0,2957841000.0
December 2011,4769000.0,2917928000.0
March 2012,5500000.0,2925914000.0
June 2012,4881000.0,2979866000.0
September 2012,5560000.0,2959846000.0
December 2012,6221000.0,3023204000.0
March 2013,5911000.0,3013889000.0
June 2013,6317000.0,3014166000.0
September 2013,6289000.0,3082227000.0
