,OperatingExpenses,Assets,AssetsCurrent
June 2010,2055.0,3945.0,3945.0
September 2010,-685.0,,
December 2010,-685.0,,
March 2011,-685.0,,
June 2011,7555.0,20.0,20.0
September 2011,,,
