,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2010,9731809.0,414052.0,285315.0,
June 2010,9191805.0,205835.0,447072.0,
September 2010,9779381.0,385823.0,642227.0,
December 2010,9874024.0,897084.0,497653.0,343982183.0
March 2011,10715861.0,583155.0,349385.0,
June 2011,10571388.0,703008.0,472830.0,359245093.0
September 2011,10699682.0,442556.0,407900.0,357284689.0
December 2011,11230069.0,910281.0,497173.0,381267565.0
March 2012,11585000.0,724000.0,535000.0,369676495.0
June 2012,11076000.0,546000.0,749597.0,368471861.0
September 2012,11659121.0,918000.0,607916.0,381429569.0
December 2012,11862879.0,614000.0,814487.0,385095000.0
March 2013,12635000.0,1500000.0,746000.0,397423000.0
June 2013,12616000.0,1270000.0,834000.0,413846000.0
September 2013,13266000.0,1157000.0,837000.0,428658000.0
December 2013,14349000.0,1679000.0,1545000.0,448300000.0
March 2014,14791000.0,1044000.0,799000.0,452110000.0
June 2014,15127000.0,1310000.0,777000.0,461399000.0
September 2014,15306000.0,811000.0,735000.0,471003000.0
December 2014,-38400000.0,3659000.0,268000.0,567021000.0
March 2015,19867000.0,1437000.0,952000.0,585936000.0
June 2015,1054000.0,1054000.0,1511000.0,589660000.0
September 2015,1972000.0,1972000.0,1078000.0,648129000.0
December 2015,-17246000.0,1184000.0,748000.0,645756000.0
March 2016,23429000.0,1658000.0,1273000.0,657640000.0
June 2016,1394000.0,,839000.0,668242000.0
September 2016,1136000.0,,885000.0,669658000.0
December 2016,-20359000.0,,1428000.0,670513000.0
March 2017,1503000.0,,1057000.0,687037000.0
June 2017,1820000.0,,2682000.0,696087000.0
September 2017,885000.0,,1082000.0,700782000.0
December 2017,936000.0,,1693000.0,691605000.0
March 2018,1155000.0,,1740000.0,691863000.0
June 2018,1089000.0,,1675000.0,691930000.0
September 2018,25491000.0,,2379000.0,696301000.0
December 2018,-23635000.0,,1580000.0,714467000.0
March 2019,1111000.0,,1288000.0,708381000.0
June 2019,25757000.0,,1647000.0,701089000.0
September 2019,26192000.0,,1213000.0,698018000.0
December 2019,,,1386000.0,699686000.0
March 2020,,,1813000.0,707939000.0
June 2020,,,2202000.0,718675000.0
September 2020,,,1844000.0,723421000.0
December 2020,,,3546000.0,743029000.0
March 2021,,,2052000.0,745264000.0
June 2021,,,2963000.0,753287000.0
September 2021,,,2104000.0,788400000.0
December 2021,,,1675000.0,820866000.0
March 2022,,,1214000.0,840262000.0
June 2022,,,2568000.0,847153000.0
