,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,41605000.0,8457500.0,20713250.0,-672000.0,,
June 2009,41605000.0,8457500.0,20713250.0,-672000.0,,
September 2009,41605000.0,8457500.0,20713250.0,-672000.0,,
December 2009,41605000.0,8457500.0,20713250.0,-672000.0,,
March 2010,35487000.0,8596000.0,21121000.0,-23558000.0,,
June 2010,34926000.0,9361000.0,17737000.0,-12581000.0,234334000.0,171684000.0
September 2010,41744000.0,7851000.0,19206000.0,15790000.0,315228000.0,254206000.0
December 2010,59012000.0,7577000.0,19223000.0,25294000.0,293480000.0,234579000.0
March 2011,33606000.0,8231000.0,20487000.0,-22186000.0,244111000.0,182534000.0
June 2011,32074000.0,8141000.0,17650000.0,-13770000.0,242391000.0,181132000.0
September 2011,36858000.0,8276000.0,17875000.0,23048000.0,301975000.0,241931000.0
December 2011,59917000.0,9136000.0,21972000.0,32810000.0,331032000.0,272630000.0
March 2012,38280000.0,8889000.0,23697000.0,-9457000.0,298222000.0,243905000.0
June 2012,36025000.0,8849000.0,20204000.0,-8110000.0,296566000.0,241239000.0
September 2012,40438000.0,9164000.0,21257000.0,41738000.0,400461000.0,345173000.0
December 2012,66135000.0,9725000.0,24441000.0,62281000.0,428905000.0,358022000.0
March 2013,37863000.0,9013000.0,21905000.0,-3011000.0,387435000.0,311965000.0
June 2013,35027000.0,8694000.0,21814000.0,-3290000.0,412419000.0,330910000.0
September 2013,36478000.0,7543000.0,18893000.0,26373000.0,469274000.0,397884000.0
December 2013,71760000.0,10688000.0,23620000.0,63937000.0,511072000.0,390840000.0
March 2014,39765000.0,9122000.0,24699000.0,-11449000.0,479551000.0,350942000.0
June 2014,34538000.0,7611000.0,21044000.0,-16368000.0,474762000.0,332185000.0
September 2014,40159000.0,7363000.0,20321000.0,-2026000.0,501964000.0,354594000.0
December 2014,81624000.0,8993000.0,23338000.0,-124212000.0,351789000.0,283736000.0
March 2015,78797000.0,12023000.0,24166000.0,-76166000.0,260192000.0,229286000.0
June 2015,34313000.0,7783000.0,21883000.0,-27325000.0,233850000.0,204917000.0
September 2015,40259000.0,8755000.0,23070000.0,-34066000.0,226212000.0,199387000.0
December 2015,50492000.0,9912000.0,21878000.0,-44225000.0,185467000.0,163859000.0
