,NetIncomeLoss,Assets,AssetsCurrent
March 2008,73787750.0,,
June 2008,73787750.0,,
September 2008,73787750.0,,
December 2008,73787750.0,,
March 2009,46257000.0,,
June 2009,33280000.0,,
September 2009,46919000.0,,
December 2009,53124000.0,8075074000.0,861353000.0
March 2010,56460000.0,,
June 2010,74889000.0,7989115000.0,719384000.0
September 2010,37331000.0,8012232000.0,686481000.0
December 2010,55868000.0,8238543000.0,755741000.0
March 2011,60662000.0,8148109000.0,645899000.0
June 2011,59773000.0,8190069000.0,602852000.0
September 2011,58032000.0,8216077000.0,616493000.0
December 2011,76957000.0,8270859000.0,657023000.0
March 2012,,,
June 2012,12000000.0,,
September 2012,17000000.0,,
December 2012,,9993000000.0,754000000.0
March 2013,36000000.0,10146000000.0,875000000.0
June 2013,40000000.0,9488000000.0,710000000.0
September 2013,58000000.0,8666000000.0,388000000.0
