,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2010,1777000.0,3177000.0,247000.0,,
June 2010,1707000.0,3714000.0,969000.0,,
September 2010,1914000.0,3530000.0,948000.0,,
December 2010,1956000.0,3345000.0,971000.0,58234000.0,44251000.0
March 2011,1818000.0,3657000.0,846000.0,,
June 2011,1947000.0,3671000.0,1398000.0,61566000.0,48775000.0
September 2011,1838000.0,3542000.0,1566000.0,62069000.0,51179000.0
December 2011,2178000.0,3606000.0,547000.0,62916000.0,51344000.0
March 2012,1917000.0,3226000.0,92000.0,63776000.0,48456000.0
June 2012,2062000.0,3369000.0,143000.0,63007000.0,46942000.0
September 2012,2129000.0,3324000.0,-447000.0,62513000.0,47071000.0
December 2012,1640000.0,2883000.0,-6499000.0,53620000.0,40203000.0
March 2013,1836000.0,3127000.0,-2146000.0,51084000.0,38187000.0
June 2013,2021000.0,3224000.0,-1200000.0,50169000.0,37244000.0
September 2013,1978000.0,2989000.0,-774000.0,48603000.0,34626000.0
December 2013,1684000.0,3005000.0,-2048000.0,44575000.0,31577000.0
March 2014,2007000.0,3279000.0,-809000.0,46073000.0,31163000.0
June 2014,2396000.0,3730000.0,-315000.0,48998000.0,33777000.0
September 2014,2266000.0,3527000.0,-448000.0,47688000.0,32983000.0
December 2014,2120000.0,3284000.0,85000.0,46412000.0,31342000.0
March 2015,1989000.0,3381000.0,-781000.0,45287000.0,30712000.0
June 2015,1913000.0,3295000.0,-761000.0,44773000.0,31309000.0
September 2015,1956000.0,2987000.0,-514000.0,43730000.0,30791000.0
December 2015,1744000.0,2972000.0,-33000.0,44739000.0,32128000.0
March 2016,2030000.0,3506000.0,2263000.0,52623000.0,40506000.0
June 2016,2110000.0,4031000.0,2041000.0,52850000.0,41093000.0
September 2016,1997000.0,3491000.0,1172000.0,52816000.0,39735000.0
December 2016,1903000.0,3768000.0,6086000.0,59580000.0,41094000.0
March 2017,1950000.0,3970000.0,-214000.0,59663000.0,40590000.0
June 2017,1995000.0,4058000.0,1095000.0,63995000.0,44965000.0
September 2017,1947000.0,3793000.0,-72000.0,61316000.0,42599000.0
December 2017,2130000.0,3836000.0,503000.0,59501000.0,40372000.0
March 2018,2180000.0,4340000.0,-173000.0,61788000.0,41645000.0
June 2018,2243000.0,4138000.0,740000.0,63534000.0,43598000.0
September 2018,2162000.0,3935000.0,1067000.0,64381000.0,44803000.0
December 2018,2234000.0,3976000.0,1193000.0,69700000.0,49137000.0
March 2019,2293000.0,4163000.0,495000.0,70932000.0,49270000.0
June 2019,2249000.0,3761000.0,464000.0,73355000.0,52462000.0
September 2019,2408000.0,3855000.0,-353000.0,69506000.0,47397000.0
December 2019,2412000.0,4225000.0,168000.0,72599000.0,47349000.0
March 2020,2395000.0,4159000.0,844000.0,75182000.0,46668000.0
June 2020,2182000.0,3659000.0,1633000.0,79410000.0,51702000.0
September 2020,2403000.0,4082000.0,1799000.0,82526000.0,56034000.0
December 2020,2592000.0,3748000.0,1466000.0,79716000.0,53102000.0
March 2021,2761000.0,3888000.0,1441000.0,82934000.0,56942000.0
June 2021,2753000.0,4695000.0,3109000.0,90935000.0,63823000.0
September 2021,2648000.0,4912000.0,4798000.0,94804000.0,67796000.0
December 2021,2695000.0,4478000.0,3403000.0,98022000.0,70106000.0
March 2022,2929000.0,4701000.0,3591000.0,103266000.0,73700000.0
June 2022,3069000.0,5359000.0,4389000.0,107612000.0,81281000.0
