,OperatingExpenses,SellingGeneralAndAdministrativeExpense,Assets,AssetsCurrent
March 2010,981631.0,981631.0,,
June 2010,1270694.0,1270694.0,,
September 2010,,,,
December 2010,,,46702282.0,23346650.0
March 2011,1132799.0,1132799.0,,
June 2011,781300.0,781300.0,54063776.0,32670862.0
