,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
September 2009,1238500.0,431500.0,807000.0,2707000.0,,
December 2009,1238500.0,431500.0,807000.0,2707000.0,,
March 2010,1238500.0,431500.0,807000.0,2707000.0,,
June 2010,1238500.0,431500.0,807000.0,2707000.0,,
September 2010,1734000.0,447000.0,1287000.0,3820000.0,,
December 2010,2936000.0,738000.0,2198000.0,-1168000.0,,
March 2011,4370000.0,1041000.0,3329000.0,-5123000.0,,
June 2011,7158000.0,2330000.0,4828000.0,-13633000.0,,
September 2011,5594000.0,1689000.0,3905000.0,-7721000.0,178326000.0,106858000.0
December 2011,5068000.0,2023000.0,3045000.0,-7114000.0,167324000.0,97735000.0
March 2012,6928000.0,2223000.0,3205000.0,-10003000.0,161221000.0,89849000.0
June 2012,13160000.0,1508000.0,4145000.0,-24619000.0,153617000.0,84766000.0
September 2012,4886000.0,1223000.0,3663000.0,-8923000.0,127534000.0,75121000.0
December 2012,3654000.0,1034000.0,2620000.0,-5991000.0,119377000.0,64534000.0
March 2013,5245000.0,1146000.0,2171000.0,-10953000.0,110774000.0,58983000.0
June 2013,14184000.0,1189000.0,2923000.0,-17857000.0,101136000.0,54807000.0
September 2013,3770000.0,1126000.0,2644000.0,-6292000.0,85705000.0,50124000.0
December 2013,3482000.0,1219000.0,2263000.0,-6409000.0,77830000.0,43163000.0
March 2014,3555000.0,1025000.0,2530000.0,-6405000.0,70360000.0,36887000.0
June 2014,2671000.0,829000.0,1842000.0,-5369000.0,62652000.0,30335000.0
September 2014,2899000.0,748000.0,2151000.0,-4331000.0,57617000.0,25941000.0
December 2014,2201000.0,612000.0,1876000.0,-2902000.0,50276000.0,21332000.0
March 2015,2215000.0,594000.0,1621000.0,-3041000.0,46510000.0,18535000.0
June 2015,1893000.0,489000.0,1338000.0,-3000000.0,43693000.0,15824000.0
September 2015,1688000.0,601000.0,1087000.0,-3312000.0,38520000.0,13672000.0
December 2015,1975000.0,622000.0,1203000.0,-2539000.0,35258000.0,11714000.0
March 2016,1691000.0,394000.0,1267000.0,-3253000.0,34346000.0,12480000.0
June 2016,10313000.0,409000.0,1210000.0,-12171000.0,30705000.0,9867000.0
September 2016,1219000.0,199000.0,1100000.0,-690000.0,22235000.0,11637000.0
December 2016,1136000.0,195000.0,941000.0,-1142000.0,21097000.0,10918000.0
March 2017,1103000.0,257000.0,879000.0,-1586000.0,19863000.0,9514000.0
June 2017,952000.0,200000.0,788000.0,-673000.0,18297000.0,8320000.0
September 2017,917000.0,184000.0,733000.0,-392000.0,17670000.0,8044000.0
December 2017,795000.0,223000.0,781000.0,-1132000.0,16991000.0,7537000.0
March 2018,1041000.0,296000.0,799000.0,-859000.0,16290000.0,6960000.0
June 2018,1013000.0,254000.0,871000.0,-1131000.0,15602000.0,6625000.0
September 2018,803000.0,334000.0,757000.0,-978000.0,14250000.0,5861000.0
December 2018,917000.0,298000.0,619000.0,-847000.0,13213000.0,5355000.0
March 2019,1041000.0,444000.0,597000.0,-859000.0,12428000.0,4799000.0
June 2019,1356000.0,537000.0,819000.0,-881000.0,11184000.0,4008000.0
September 2019,1077000.0,430000.0,726000.0,-317000.0,11662000.0,4628000.0
December 2019,940000.0,307000.0,633000.0,348000.0,12743000.0,5302000.0
March 2020,1157000.0,375000.0,782000.0,-513000.0,14892000.0,7572000.0
June 2020,503000.0,426000.0,667000.0,-62000.0,14668000.0,7481000.0
September 2020,950000.0,346000.0,681000.0,-697000.0,14580000.0,7505000.0
December 2020,748000.0,288000.0,667000.0,-255000.0,13934000.0,6889000.0
March 2021,1256000.0,528000.0,730000.0,-64000.0,15127000.0,6622000.0
June 2021,1997000.0,461000.0,1536000.0,-1835000.0,15637000.0,7185000.0
September 2021,1181000.0,404000.0,777000.0,-518000.0,18239000.0,10054000.0
December 2021,902000.0,295000.0,746000.0,-172000.0,17469000.0,9540000.0
March 2022,1110000.0,357000.0,810000.0,-916000.0,17671000.0,9830000.0
