,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
September 2008,68774.66666666667,68477.0,-44506.5,,
December 2008,68774.66666666667,68477.0,-44506.5,,
March 2009,68774.66666666667,68477.0,-82861.0,,
June 2009,68774.66666666667,68477.0,-82861.0,,
September 2009,68774.66666666667,68477.0,-82861.0,,
December 2009,68774.66666666667,68477.0,-82861.0,,
March 2010,43017.5,41710.0,-47506.0,,
June 2010,43017.5,41710.0,-47506.0,,
September 2010,15810.0,14152.0,-15810.0,,
December 2010,47283.0,45875.0,-47284.0,26893.0,143.0
March 2011,25236.0,23828.0,-25236.0,,
June 2011,53231.0,51823.0,-53231.0,,
September 2011,6598.0,5190.0,-8275.0,23554.0,
December 2011,3452.0,2044.0,-11942.0,21289.0,172.0
March 2012,4521.0,3113.0,-9917.0,19770.0,59.0
