,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2017,2131000.0,-1618000.0,,
June 2017,2100000.0,-1665000.0,,
September 2017,2441000.0,-1135000.0,,
December 2017,2522000.0,-653000.0,20519000.0,17650000.0
March 2018,2614000.0,-1328000.0,,
June 2018,3181000.0,-1730000.0,29541000.0,22073000.0
September 2018,4123000.0,-3808000.0,66885000.0,62143000.0
December 2018,4255000.0,-6925000.0,65746000.0,60550000.0
March 2019,4685000.0,-4382000.0,70255000.0,64873000.0
June 2019,4404000.0,-1974000.0,68442000.0,62699000.0
September 2019,5596000.0,173000.0,80870000.0,75067000.0
December 2019,5529000.0,-934000.0,91221000.0,85333000.0
March 2020,6459000.0,-1442000.0,99202000.0,93274000.0
June 2020,6966000.0,-2808000.0,100831000.0,94327000.0
September 2020,8149000.0,-3184000.0,116235000.0,94527000.0
December 2020,8088000.0,-3768000.0,129050000.0,97401000.0
March 2021,8573000.0,-3801000.0,135669000.0,104233000.0
June 2021,9053000.0,-1881000.0,138843000.0,108898000.0
September 2021,9259000.0,-5272000.0,148547000.0,97773000.0
December 2021,8847000.0,-8480000.0,143607000.0,84694000.0
March 2022,8196000.0,-5715000.0,170528000.0,107004000.0
June 2022,8245000.0,-3756000.0,160989000.0,92278000.0
