,OperatingExpenses,NetIncomeLoss,Assets
September 2009,103013.0,1832195.5,
December 2009,103013.0,1832195.5,
March 2010,61832.0,7270780.0,
June 2010,109432.0,193260.0,
September 2010,136759.0,-121752.0,
December 2010,287942.0,800157.0,335456828.0
March 2011,409883.0,2988158.0,
June 2011,520410.0,46675275.0,427806229.0
September 2011,516410.0,27423854.0,521622214.0
December 2011,509297.0,388713.0,524562808.0
March 2012,450887.0,3844779.0,510159545.0
June 2012,397875.0,-5049053.0,477903615.0
September 2012,410000.0,4872000.0,512720571.0
December 2012,449238.0,268274.0,509601000.0
March 2013,414000.0,34000.0,
June 2013,314000.0,-165879000.0,343028000.0
September 2013,296000.0,50497000.0,389737000.0
December 2013,284000.0,-39008000.0,346436000.0
March 2014,268000.0,7450000.0,366339000.0
June 2014,282000.0,17053000.0,392845000.0
September 2014,268000.0,-70494000.0,320140000.0
December 2014,238000.0,-21814000.0,293873000.0
March 2015,225000.0,12466000.0,298709000.0
June 2015,217000.0,-16341000.0,283842000.0
September 2015,210000.0,-19487000.0,268975000.0
December 2015,202000.0,-14940000.0,248122000.0
March 2016,198000.0,27816000.0,277431000.0
June 2016,235000.0,54123000.0,339929000.0
September 2016,274000.0,17782000.0,373140000.0
December 2016,250000.0,-60367000.0,311346000.0
March 2017,256000.0,35729000.0,358338000.0
June 2017,255000.0,-31907000.0,335390000.0
September 2017,264000.0,8363000.0,344718000.0
December 2017,265000.0,35000.0,351140000.0
March 2018,247000.0,-11757000.0,325224000.0
June 2018,252000.0,-5398000.0,328737000.0
September 2018,240000.0,-36102000.0,302736000.0
December 2018,246000.0,25093000.0,339822000.0
March 2019,250000.0,-7821000.0,325686000.0
June 2019,246000.0,2585000.0,334676000.0
September 2019,283000.0,44049000.0,394201000.0
December 2019,308000.0,17608000.0,418938000.0
March 2020,283000.0,-93469000.0,335302000.0
June 2020,333000.0,102626000.0,507805000.0
September 2020,555000.0,162819000.0,769848000.0
December 2020,616000.0,89236000.0,863884000.0
March 2021,681000.0,-92706000.0,886550000.0
June 2021,777000.0,61245000.0,1043020000.0
September 2021,746000.0,-174835000.0,895623000.0
December 2021,764000.0,63029000.0,995405000.0
March 2022,778000.0,72349000.0,1206577000.0
June 2022,844000.0,-225879000.0,987968000.0
