,NetIncomeLoss,Assets
March 2015,3923500.0,
June 2015,3923500.0,
September 2015,3923500.0,
December 2015,3923500.0,
March 2016,3878000.0,
June 2016,4020000.0,
September 2016,4575000.0,
December 2016,4423000.0,1848999000.0
March 2017,4328000.0,
June 2017,4514000.0,
September 2017,5010000.0,1864231000.0
December 2017,964000.0,1949934000.0
March 2018,5805000.0,1961750000.0
June 2018,6111000.0,1971214000.0
September 2018,6659000.0,1988944000.0
December 2018,5306000.0,2101384000.0
March 2019,6198000.0,2138548000.0
June 2019,4272000.0,2741308000.0
September 2019,7676000.0,2841868000.0
December 2019,7109000.0,2855563000.0
March 2020,7232000.0,2852629000.0
June 2020,-1716000.0,4022750000.0
September 2020,13429000.0,3987109000.0
December 2020,13014000.0,3949297000.0
March 2021,13499000.0,4253173000.0
June 2021,13944000.0,4303287000.0
September 2021,13319000.0,4483567000.0
December 2021,13262000.0,4891544000.0
March 2022,13316000.0,5018379000.0
June 2022,13658000.0,5057935000.0
