,Assets,AssetsCurrent
March 2013,,
June 2013,,
September 2013,0.0,
December 2013,2961780.0,2406634.0
March 2014,5759673.0,5005923.0
June 2014,8476387.0,7675626.0
September 2014,11618062.0,10856449.0
