,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
June 2011,5103963.0,,26707.0,-4273894.0,24479.0,24479.0
September 2011,78319.0,,24372.0,48303.0,,
December 2011,128271.0,,61466.0,74324.0,120789.0,
March 2012,155153.0,,80377.0,-162661.0,156282.0,
June 2012,224677.0,,141261.0,-107091.0,145325.0,145325.0
September 2012,220237.0,,134089.0,-150603.0,160186.0,160186.0
December 2012,195317.0,,129405.0,-185265.0,125859.0,125859.0
March 2013,209094.0,,141319.0,-244788.0,,139630.0
June 2013,215394.0,,130732.0,-218025.0,143364.0,143364.0
September 2013,198508.0,,125665.0,-258890.0,,141595.0
December 2013,273503.0,,195158.0,-122475.0,,114756.0
March 2014,250927.0,,156443.0,-716589.0,,423997.0
June 2014,309498.0,,186770.0,-177912.0,136494.0,136494.0
September 2014,286184.0,,168118.0,681.0,248424.0,248424.0
December 2014,249899.0,,153548.0,-368875.0,290163.0,290163.0
March 2015,197162.0,,55580.0,-160217.0,198906.0,198906.0
June 2015,225787.0,,112094.0,-200062.0,241757.0,241757.0
September 2015,234262.0,,136035.0,-72963.0,185955.0,185955.0
December 2015,214861.0,,126140.0,-40749.0,417586.0,417586.0
March 2016,205144.0,,120446.0,-346374.0,439507.0,439507.0
June 2016,220849.0,,108932.0,-120235.0,440230.0,440230.0
September 2016,162493.0,,86887.0,-271967.0,297136.0,297136.0
December 2016,135288.0,,87076.0,-87949.0,248795.0,248795.0
March 2017,137404.0,,86571.0,-484311.0,532739.0,532739.0
June 2017,124324.0,,87824.0,110456.0,377879.0,377879.0
September 2017,157586.0,,87402.0,-158835.0,387917.0,387917.0
December 2017,124313.0,,75047.0,245081.0,83813.0,83813.0
March 2018,89086.0,,49811.0,-97995.0,340653.0,340653.0
June 2018,116464.0,,28960.0,-26758.0,266416.0,266416.0
September 2018,57305.0,,13845.0,55107.0,438331.0,438331.0
December 2018,73390.0,,19381.0,35359.0,468747.0,468747.0
March 2019,61350.0,,15708.0,-209835.0,552644.0,552644.0
June 2019,92483.0,,21818.0,-85248.0,357100.0,357100.0
September 2019,46322.0,,17136.0,30690.0,492573.0,492573.0
December 2019,81894.0,,20229.0,-16553.0,414745.0,414745.0
March 2020,86349.0,,15817.0,-95805.0,720002.0,720002.0
June 2020,139755.0,,18997.0,-194830.0,1623061.0,1623061.0
September 2020,134422.0,,25046.0,-227497.0,1720447.0,1271547.0
December 2020,102137.0,,23771.0,410256.0,1461845.0,1076569.0
March 2021,123018.0,0.0,51536.0,-356165.0,3055274.0,2038244.0
June 2021,164955.0,500000.0,59340.0,884576.0,2770808.0,1632322.0
September 2021,215476.0,500000.0,105794.0,-538996.0,2399270.0,1147970.0
December 2021,151151.0,500000.0,73312.0,-451615.0,2962720.0,1569954.0
March 2022,1048487.0,0.0,937228.0,-789812.0,2718907.0,1019519.0
