,NetIncomeLoss,Assets
March 2010,523000.0,
June 2010,126000.0,
September 2010,534000.0,
December 2010,685000.0,466008000.0
March 2011,835000.0,
June 2011,724000.0,444193000.0
September 2011,467000.0,463610000.0
December 2011,329000.0,489289000.0
March 2012,252000.0,506519000.0
June 2012,265000.0,
September 2012,-1000000.0,447674000.0
December 2012,-2031000.0,444224000.0
March 2013,207000.0,428558000.0
June 2013,381000.0,428864000.0
September 2013,381000.0,433119000.0
December 2013,168000.0,458225000.0
March 2014,215000.0,464087000.0
June 2014,456000.0,475404000.0
September 2014,378000.0,502062000.0
December 2014,648000.0,515425000.0
March 2015,-156000.0,537517000.0
June 2015,735000.0,537313000.0
September 2015,914000.0,556949000.0
