,NetIncomeLoss,Assets
March 2008,9170750.0,
June 2008,9170750.0,
September 2008,9170750.0,
December 2008,9170750.0,
March 2009,24484000.0,
June 2009,37007000.0,
September 2009,20823000.0,
December 2009,8863000.0,6921375000.0
March 2010,36516000.0,
June 2010,34662000.0,7285884000.0
September 2010,46137000.0,7793784000.0
December 2010,51596000.0,7661549000.0
March 2011,50224000.0,7905050000.0
June 2011,49427000.0,8169717000.0
September 2011,41035000.0,8537174000.0
December 2011,38010000.0,8634408000.0
