,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2007,97542000.0,422937750.0,,,
December 2007,97542000.0,422937750.0,,,
March 2008,97542000.0,422937750.0,,,
June 2008,97542000.0,422937750.0,,,
September 2008,108734250.0,479866000.0,,,
December 2008,108734250.0,411436000.0,,,
March 2009,108734250.0,443969000.0,,,
June 2009,108734250.0,254692000.0,,,
September 2009,95925000.0,444817000.0,12255734000.0,8990514000.0,3265220000.0
December 2009,95925000.0,399760000.0,12184819000.0,8929311000.0,3255508000.0
March 2010,95925000.0,490597000.0,11890088000.0,8774452000.0,3115636000.0
June 2010,95925000.0,445482000.0,11917658000.0,8843390000.0,3074268000.0
September 2010,125805500.0,534714000.0,12835253000.0,9563625000.0,3271628000.0
December 2010,125805500.0,503017000.0,12868874000.0,9469710000.0,3399164000.0
March 2011,125805500.0,628013000.0,13893673000.0,10279277000.0,3614396000.0
June 2011,125805500.0,611933000.0,14903969000.0,11147260000.0,3756709000.0
September 2011,139902750.0,642086000.0,15731510000.0,11471183000.0,4260327000.0
December 2011,139902750.0,643923000.0,15290845000.0,10992719000.0,4298126000.0
March 2012,139902750.0,689219000.0,15808096000.0,11554680000.0,4253416000.0
June 2012,139902750.0,578282000.0,15535915000.0,11458026000.0,4077889000.0
September 2012,178773500.0,698817000.0,16665415000.0,12587931000.0,4077484000.0
December 2012,178773500.0,1101802000.0,16408020000.0,12013526000.0,4394494000.0
March 2013,178773500.0,810258000.0,16358730000.0,12016949000.0,4341781000.0
June 2013,178773500.0,671001000.0,16523758000.0,12078919000.0,4444839000.0
September 2013,159878250.0,751846000.0,16867049000.0,11844178000.0,5022871000.0
December 2013,159878250.0,671300000.0,16515938000.0,11291459000.0,5224479000.0
March 2014,159878250.0,817336000.0,16357209000.0,10633880000.0,5723329000.0
June 2014,159878250.0,701016000.0,17002384000.0,11134693000.0,5867691000.0
September 2014,156385250.0,831530000.0,17930452000.0,11904442000.0,6026010000.0
December 2014,156385250.0,690726000.0,17630033000.0,11576245000.0,6053788000.0
March 2015,156385250.0,793697000.0,16991565000.0,11007808000.0,5983757000.0
June 2015,156385250.0,737628000.0,17308727000.0,11069521000.0,6239206000.0
September 2015,160851750.0,818899000.0,18266058000.0,11579394000.0,6686664000.0
December 2015,160851750.0,1326520000.0,17993875000.0,10623048000.0,7370827000.0
March 2016,160851750.0,897247000.0,18147778000.0,10678800000.0,7468978000.0
June 2016,160851750.0,1069226000.0,19191047000.0,11576011000.0,7615036000.0
September 2016,176079250.0,1004476000.0,20609004000.0,11976222000.0,8632782000.0
December 2016,176079250.0,838752000.0,20443741000.0,11368406000.0,9075335000.0
March 2017,176079250.0,669468000.0,20078773000.0,10764002000.0,9314771000.0
June 2017,176079250.0,932453000.0,21135592000.0,11205735000.0,9929857000.0
September 2017,197694750.0,1123660000.0,22689890000.0,12097289000.0,10592601000.0
December 2017,197694750.0,863703000.0,22974153000.0,12303841000.0,10670312000.0
March 2018,197694750.0,1043020000.0,23132979000.0,12284948000.0,10848031000.0
June 2018,197694750.0,1029524000.0,23250793000.0,12336872000.0,10913921000.0
September 2018,199933500.0,1274720000.0,24449083000.0,13585559000.0,10863524000.0
December 2018,199933500.0,1124449000.0,26706412000.0,13540408000.0,13166004000.0
March 2019,199933500.0,1249516000.0,27390208000.0,13833300000.0,13556908000.0
June 2019,199933500.0,1130427000.0,28156360000.0,14141660000.0,14014700000.0
September 2019,217652750.0,1356968000.0,29789880000.0,15450601000.0,14339279000.0
December 2019,217652750.0,1234740000.0,33170712000.0,15606104000.0,17564608000.0
March 2020,217652750.0,1228202000.0,33503430000.0,15405293000.0,18098137000.0
June 2020,217652750.0,1287929000.0,35057319000.0,16146236000.0,18911083000.0
September 2020,279580000.0,1500276000.0,37078593000.0,17749756000.0,19328837000.0
December 2020,279580000.0,1440859000.0,38268311000.0,18626094000.0,19642217000.0
March 2021,279580000.0,1549426000.0,39985401000.0,19560720000.0,20424681000.0
June 2021,279580000.0,1416248000.0,42124884000.0,21144858000.0,20980026000.0
September 2021,280824000.0,1791024000.0,43175843000.0,19666511000.0,23509332000.0
December 2021,280824000.0,1634942000.0,43674743000.0,18621652000.0,25053091000.0
March 2022,280824000.0,1786075000.0,44317837000.0,19185130000.0,25132707000.0
June 2022,280824000.0,1665128000.0,46095198000.0,21007740000.0,25087458000.0
