,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2009,650250.0,,,
June 2009,650250.0,,,
September 2009,650250.0,,,
December 2009,650250.0,,,
March 2010,908000.0,,,
June 2010,977000.0,,,
September 2010,220000.0,,,
December 2010,1744000.0,105956000.0,42835000.0,
March 2011,352000.0,,,
June 2011,2937000.0,115565000.0,47245000.0,
September 2011,-959000.0,114708000.0,45237000.0,
December 2011,-1221000.0,116744000.0,45320000.0,
March 2012,-1540000.0,116250000.0,45591000.0,
June 2012,-534000.0,114936000.0,43482000.0,
September 2012,4000.0,115664000.0,48608000.0,
December 2012,-1234000.0,114963000.0,46856000.0,
March 2013,-965000.0,114152000.0,45479000.0,
June 2013,-2281000.0,140352000.0,49731000.0,
September 2013,-4868000.0,134498000.0,45347000.0,
December 2013,-678000.0,137744000.0,50211000.0,
March 2014,-1020000.0,142677000.0,55177000.0,
June 2014,1015000.0,145635000.0,60187000.0,
September 2014,4099000.0,131231000.0,57822000.0,
December 2014,505000.0,129089000.0,55939000.0,29295000.0
March 2015,-258000.0,135945000.0,57922000.0,
June 2015,508000.0,139692000.0,62926000.0,
September 2015,431000.0,135212000.0,60582000.0,25484000.0
December 2015,943000.0,137084000.0,60416000.0,
March 2016,-111000.0,137302000.0,56026000.0,
June 2016,-2150000.0,139131000.0,55934000.0,
September 2016,-975000.0,140290000.0,56493000.0,
December 2016,1425000.0,163051000.0,71690000.0,
March 2017,1333000.0,166320000.0,75139000.0,
June 2017,353000.0,173080000.0,82216000.0,
September 2017,-580000.0,172419000.0,72011000.0,
December 2017,-5933000.0,167569000.0,72658000.0,
March 2018,-103000.0,167848000.0,74018000.0,
June 2018,-310000.0,168189000.0,73848000.0,
September 2018,-7397000.0,172331000.0,75482000.0,
December 2018,415000.0,159244000.0,80537000.0,
March 2019,-3346000.0,530869000.0,74315000.0,
June 2019,-24596000.0,510267000.0,78991000.0,
September 2019,-4874000.0,449140000.0,74553000.0,
December 2019,-3247000.0,440368000.0,72316000.0,
March 2020,-753000.0,431196000.0,72416000.0,
June 2020,1452000.0,441333000.0,89908000.0,
September 2020,2799000.0,438800000.0,94918000.0,
December 2020,1661000.0,439852000.0,97261000.0,
March 2021,1888000.0,425462000.0,91250000.0,
June 2021,2494000.0,409580000.0,83741000.0,
September 2021,-3603000.0,396191000.0,78914000.0,
