,NetIncomeLoss,Assets,AssetsCurrent
March 2009,-4103750.0,,
June 2009,-4103750.0,,
September 2009,-4103750.0,,
December 2009,-4103750.0,,
March 2010,-3723000.0,,
June 2010,-4427000.0,,
September 2010,-2281000.0,,
December 2010,-1499000.0,134905000.0,56831000.0
March 2011,-7937000.0,,
June 2011,-3305000.0,132035000.0,57824000.0
September 2011,-13668000.0,145809000.0,76117000.0
December 2011,-11760000.0,126404000.0,61771000.0
March 2012,-5649000.0,113468000.0,52677000.0
June 2012,1071000.0,118614000.0,61190000.0
September 2012,-5663000.0,114932000.0,61431000.0
December 2012,-4815000.0,123639000.0,59824000.0
March 2013,-3255000.0,116866000.0,56997000.0
June 2013,-2603000.0,119309000.0,63157000.0
