,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2009,10998750.0,4004000.0,2122750.0,,,
June 2009,10998750.0,4004000.0,2122750.0,,,
September 2009,10998750.0,4004000.0,2122750.0,,,
December 2009,10998750.0,4004000.0,2122750.0,,,
March 2010,12023000.0,4469000.0,2891000.0,,,
June 2010,11481000.0,4545000.0,2891000.0,,,
September 2010,12513000.0,5250000.0,2891000.0,,,
December 2010,13524000.0,5938000.0,2891000.0,95770000.0,17341000.0,
March 2011,14091000.0,6090000.0,3456000.0,,,
June 2011,14485000.0,5990000.0,2329000.0,100298000.0,20845000.0,
September 2011,14355000.0,5572000.0,2647000.0,100952000.0,21627000.0,
December 2011,14101000.0,5648000.0,3132000.0,100676000.0,22137000.0,
March 2012,16325000.0,6151000.0,3849000.0,103378000.0,25259000.0,
June 2012,15416000.0,5569000.0,3939000.0,105594000.0,28224000.0,
September 2012,15739000.0,5821000.0,3577000.0,109429000.0,32451000.0,
December 2012,16222000.0,6001000.0,3703000.0,100046000.0,23815000.0,76231000.0
March 2013,17689000.0,6493000.0,4470000.0,103502000.0,27869000.0,
June 2013,16820000.0,6391000.0,3434000.0,104899000.0,29665000.0,
September 2013,16378000.0,6019000.0,3813000.0,109914000.0,34908000.0,
December 2013,16897000.0,6305000.0,3767000.0,111088000.0,36566000.0,74522000.0
March 2014,17630000.0,6366000.0,5453000.0,116277000.0,42275000.0,
June 2014,17683000.0,5984000.0,4051000.0,121868000.0,47475000.0,
September 2014,16523000.0,5805000.0,4552000.0,127063000.0,53202000.0,
December 2014,18705000.0,6863000.0,4100000.0,129510000.0,53188000.0,76322000.0
March 2015,20441000.0,7627000.0,3480000.0,128452000.0,53171000.0,
June 2015,18100000.0,6636000.0,4064000.0,131048000.0,55771000.0,
September 2015,18696000.0,6620000.0,4139000.0,129476000.0,56067000.0,
December 2015,18659000.0,6294000.0,5927000.0,128049000.0,56111000.0,72988000.0
March 2016,19864000.0,7357000.0,5506000.0,118370000.0,44814000.0,
June 2016,19096000.0,7270000.0,4558000.0,116499000.0,42741000.0,
September 2016,19693000.0,7139000.0,4729000.0,119301000.0,45917000.0,
December 2016,19534000.0,6619000.0,5725000.0,120624000.0,47065000.0,73559000.0
March 2017,20292000.0,6686000.0,6521000.0,126059000.0,52383000.0,
June 2017,19983000.0,6905000.0,5752000.0,124576000.0,50983000.0,
September 2017,21829000.0,8430000.0,4153000.0,128740000.0,53822000.0,
December 2017,21236000.0,7665000.0,6517000.0,127316000.0,52259000.0,75057000.0
March 2018,22059000.0,7867000.0,7306000.0,130976000.0,52278000.0,
June 2018,20261000.0,7940000.0,7948000.0,102885000.0,23633000.0,79252000.0
September 2018,20847000.0,7679000.0,6992000.0,108717000.0,28770000.0,79947000.0
December 2018,21244000.0,7885000.0,7801000.0,108032000.0,28410000.0,79621000.0
March 2019,20776000.0,7707000.0,,104571000.0,22873000.0,
June 2019,21265000.0,8319000.0,,104275000.0,22888000.0,81387000.0
September 2019,,8706000.0,,107649000.0,26570000.0,81079000.0
December 2019,,8241000.0,,110685000.0,29157000.0,81528000.0
March 2020,,8749000.0,,115855000.0,34939000.0,
June 2020,,8852000.0,,116781000.0,36697000.0,
September 2020,,7953000.0,,127246000.0,47366000.0,
December 2020,,8887000.0,,133423000.0,54112000.0,
March 2021,,9520000.0,,146878000.0,62235000.0,
June 2021,,10016000.0,,151849000.0,67589000.0,
September 2021,,9523000.0,,156186000.0,72726000.0,
December 2021,,9901000.0,,157540000.0,73707000.0,
March 2022,,10649000.0,,153154000.0,68921000.0,
June 2022,,10748000.0,,136233000.0,51780000.0,
