,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,,,33765250.0,,,
June 2009,,,33765250.0,,,
September 2009,,,33765250.0,,,
December 2009,,,33765250.0,,,
March 2010,62347750.0,505000.0,35752000.0,,,
June 2010,62347750.0,505000.0,34565000.0,,,
September 2010,62347750.0,505000.0,33523000.0,,,
December 2010,62347750.0,505000.0,35408000.0,,159415000.0,106538000.0
March 2011,64559750.0,388000.0,32373000.0,,,
June 2011,64559750.0,388000.0,33240000.0,,179874000.0,127370000.0
September 2011,64559750.0,388000.0,26767000.0,,175183000.0,118901000.0
December 2011,64559750.0,388000.0,27086000.0,,175811000.0,125103000.0
March 2012,59965000.0,366000.0,31753000.0,,177882000.0,128180000.0
June 2012,60054333.333333336,366000.0,26530000.0,,182759000.0,131610000.0
September 2012,60054333.333333336,366000.0,31659000.0,,192568000.0,139007000.0
December 2012,60054333.333333336,366000.0,27719000.0,,193919000.0,145333000.0
March 2013,65092000.0,509750.0,30117000.0,,196191000.0,148062000.0
June 2013,,509750.0,28709000.0,,199693000.0,151702000.0
September 2013,,509750.0,28170000.0,,195087000.0,145402000.0
December 2013,,509750.0,33747000.0,,199612000.0,148594000.0
March 2014,,614250.0,29758000.0,,203683000.0,145111000.0
June 2014,,614250.0,29941000.0,,205179000.0,139439000.0
September 2014,,614250.0,33476000.0,,209126000.0,139538000.0
December 2014,,614250.0,30634000.0,,196799000.0,121249000.0
March 2015,,700000.0,26330000.0,,198297000.0,117202000.0
June 2015,,700000.0,27392000.0,,198788000.0,112351000.0
September 2015,,700000.0,27115000.0,,196683000.0,104759000.0
December 2015,,700000.0,26865000.0,,200520000.0,101518000.0
March 2016,,800000.0,28385000.0,1789000.0,210475000.0,109997000.0
June 2016,,800000.0,31249000.0,2366000.0,211035000.0,109029000.0
September 2016,,800000.0,29187000.0,3942000.0,214899000.0,110201000.0
December 2016,,800000.0,31452000.0,,205570000.0,100121000.0
March 2017,,850000.0,30336000.0,1863000.0,210740000.0,97718000.0
June 2017,,850000.0,31836000.0,-420000.0,208563000.0,97901000.0
September 2017,,850000.0,32926000.0,2443000.0,222209000.0,114312000.0
December 2017,,850000.0,34537000.0,,195195000.0,102509000.0
March 2018,,700000.0,32386000.0,498000.0,191550000.0,100908000.0
June 2018,,700000.0,33310000.0,67000.0,194463000.0,104396000.0
September 2018,,700000.0,31643000.0,1497000.0,191527000.0,104984000.0
December 2018,,700000.0,41092000.0,,193016000.0,106825000.0
March 2019,,525000.0,33852000.0,1757000.0,208779000.0,103297000.0
June 2019,,525000.0,31019000.0,2689000.0,216251000.0,105589000.0
September 2019,,525000.0,31177000.0,1317000.0,214747000.0,108524000.0
December 2019,,525000.0,32692000.0,,213068000.0,112705000.0
March 2020,,375000.0,31065000.0,2962000.0,215442000.0,120233000.0
June 2020,,375000.0,28504000.0,5754000.0,226929000.0,134073000.0
September 2020,,375000.0,33294000.0,6755000.0,237420000.0,144977000.0
December 2020,,375000.0,38434000.0,,249498000.0,154065000.0
March 2021,,350000.0,33552000.0,4016000.0,245831000.0,154799000.0
June 2021,,350000.0,35586000.0,6540000.0,233190000.0,143689000.0
September 2021,,350000.0,39528000.0,4858000.0,239752000.0,150727000.0
December 2021,,350000.0,45437000.0,,258874000.0,164667000.0
March 2022,,,40623000.0,-2950000.0,238662000.0,148637000.0
June 2022,,,36866000.0,516000.0,233059000.0,147145000.0
