,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2008,19232750.0,,,
June 2008,19232750.0,,,
September 2008,19232750.0,,,
December 2008,19232750.0,,,
March 2009,31603000.0,,,
June 2009,5008000.0,,,
September 2009,-1874000.0,,,
December 2009,23368000.0,1782008000.0,368355000.0,326925000.0
March 2010,31539000.0,,,
June 2010,8440000.0,1834349000.0,337037000.0,369280000.0
September 2010,1308000.0,1926109000.0,351125000.0,402645000.0
December 2010,25365000.0,2076615000.0,423837000.0,436409000.0
March 2011,51448000.0,2019133000.0,348749000.0,416978000.0
June 2011,6079000.0,2061579000.0,360024000.0,408412000.0
September 2011,-5138000.0,2083026000.0,326962000.0,428825000.0
December 2011,36902000.0,2247510000.0,340609000.0,497358000.0
March 2012,54075000.0,2260375000.0,294563000.0,500443000.0
June 2012,10334000.0,2325991000.0,304446000.0,519614000.0
September 2012,2013000.0,2405279000.0,323835000.0,528516000.0
December 2012,25186000.0,2631440000.0,394837000.0,557316000.0
March 2013,42866000.0,2628271000.0,441618000.0,485006000.0
June 2013,888000.0,2654497000.0,393007000.0,485345000.0
September 2013,-1421000.0,2707995000.0,365017000.0,485230000.0
December 2013,39260000.0,2924855000.0,482898000.0,452755000.0
March 2014,47898000.0,3019801000.0,551217000.0,458546000.0
June 2014,9621000.0,3006538000.0,474776000.0,458998000.0
September 2014,-4396000.0,3043683000.0,425681000.0,477269000.0
December 2014,43923000.0,3349425000.0,566697000.0,505901000.0
March 2015,53577000.0,3376722000.0,580158000.0,487481000.0
June 2015,13267000.0,3378946000.0,528125000.0,492600000.0
September 2015,-12623000.0,3399508000.0,478934000.0,498055000.0
December 2015,50886000.0,3471933000.0,431274000.0,512003000.0
March 2016,68069000.0,3493984000.0,396110000.0,546601000.0
June 2016,-4827000.0,3522581000.0,375757000.0,556429000.0
September 2016,9635000.0,3557116000.0,357764000.0,568428000.0
December 2016,45933000.0,3730567000.0,473313000.0,590918000.0
March 2017,37717000.0,3747352000.0,436628000.0,607811000.0
June 2017,-7659000.0,3741860000.0,356462000.0,625776000.0
September 2017,-37593000.0,3740066000.0,323463000.0,658642000.0
December 2017,4045000.0,3865086000.0,438993000.0,631692000.0
March 2018,111240000.0,3890080000.0,413506000.0,661108000.0
June 2018,-93819000.0,5509497000.0,2424536000.0,640527000.0
September 2018,-45685000.0,5914522000.0,737319000.0,1562251000.0
December 2018,45927000.0,5956577000.0,663192000.0,1562100000.0
March 2019,85637000.0,5863362000.0,520707000.0,1529643000.0
June 2019,-13399000.0,6028262000.0,428960000.0,1556842000.0
September 2019,-34805000.0,6130053000.0,405096000.0,1595598000.0
December 2019,39484000.0,6365340000.0,652508000.0,
March 2020,101041000.0,6294490000.0,462296000.0,
June 2020,-2639000.0,6216954000.0,422770000.0,
September 2020,-10402000.0,6308923000.0,354827000.0,
December 2020,69084000.0,6689148000.0,506828000.0,
March 2021,128598000.0,6714508000.0,488915000.0,
June 2021,-96828000.0,6833109000.0,527018000.0,
September 2021,-26130000.0,7024011000.0,571656000.0,
December 2021,82451000.0,7308672000.0,638962000.0,
March 2022,129209000.0,7456826000.0,677356000.0,
June 2022,-18906000.0,7660601000.0,708615000.0,
