,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
June 2006,133986.8,23262.866666666665,-1333.3333333333333,,
September 2006,133986.8,23262.866666666665,-1333.3333333333333,,
December 2006,133986.8,23262.866666666665,-1333.3333333333333,,
March 2007,133986.8,23262.866666666665,-26566.25,,
June 2007,133986.8,23262.866666666665,-26566.25,,
September 2007,133986.8,23262.866666666665,-26566.25,,
December 2007,133986.8,23262.866666666665,-26566.25,,
March 2008,133986.8,23262.866666666665,-131024.5,,
June 2008,133986.8,23262.866666666665,-131024.5,,
September 2008,133986.8,23262.866666666665,-131024.5,,
December 2008,133986.8,23262.866666666665,-131024.5,,
March 2009,133986.8,23262.866666666665,-345740.0,,
June 2009,133986.8,23262.866666666665,-345740.0,,
September 2009,133986.8,23262.866666666665,-345740.0,,
December 2009,133986.8,23262.866666666665,-345740.0,,
March 2010,255043.0,121475.5,-258733.0,,
June 2010,255043.0,121475.5,-258733.0,,
September 2010,268366.0,123264.0,-465242.0,,
December 2010,240968.0,95237.0,-243094.0,16207473.0,56228.0
March 2011,334841.5,108495.0,-403433.0,,
June 2011,334841.5,108495.0,-403433.0,,
September 2011,266625.0,97600.0,-275569.0,16119007.0,43503.0
December 2011,11673437.0,76050.0,-11182400.0,4811185.0,159209.0
