,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 1997,,,,,,
September 1997,,,,,,
December 1997,,,,,,
March 1998,,,,,,
June 1998,,,,,,
September 1998,,,,,,
December 1998,,,,,,
March 1999,,,,,,
June 1999,,,,,,
September 1999,,,,,,
December 1999,,,,,,
March 2000,,,,,,
June 2000,,,,,,
September 2000,,,,,,
December 2000,,,,,,
March 2001,,,,,,
June 2001,,,,,,
September 2001,,,,,,
December 2001,,,,,,
March 2002,,,,,,
June 2002,,,,,,
September 2002,,,,,,
December 2002,,,,,,
March 2003,,,,,,
June 2003,,,,,,
September 2003,,,,,,
December 2003,,,,,,
March 2004,,,,,,
June 2004,,,,,,
September 2004,,,,,,
December 2004,,,,,,
March 2005,,,,,,
June 2005,,,,,,
September 2005,,,,,,
December 2005,,,,,,
March 2006,,,,,,
June 2006,,,,,,
September 2006,,,,,,
December 2006,,,,,,
March 2007,,,829250.0,,,
June 2007,,,829250.0,,,
September 2007,,,829250.0,,,
December 2007,,,829250.0,,,
March 2008,,,571000.0,,,
June 2008,,,571000.0,,,
September 2008,,,1410000.0,,,
December 2008,,,-76584000.0,246957000.0,206642000.0,
March 2009,,,3285000.0,,,
June 2009,,,4377000.0,,,
September 2009,,,5747000.0,240180000.0,199025000.0,
December 2009,,,40690000.0,287220000.0,219281000.0,
March 2010,,,-7169000.0,714563000.0,313460000.0,
June 2010,,,3128000.0,718706000.0,317944000.0,
September 2010,,,1965000.0,743881000.0,340254000.0,
December 2010,,,-67066000.0,663988000.0,276927000.0,
March 2011,,,2941000.0,650455000.0,264682000.0,
June 2011,,,-2326000.0,644641000.0,259977000.0,
September 2011,,,548000.0,650861000.0,263806000.0,
December 2011,,,6709000.0,677102000.0,292469000.0,
March 2012,,,-2703000.0,674036000.0,294569000.0,
June 2012,,,71766000.0,674918000.0,311859000.0,
September 2012,,,-11536000.0,656820000.0,254785000.0,
December 2012,,,7180000.0,642376000.0,235427000.0,
March 2013,,,-8128000.0,665714000.0,190027000.0,
June 2013,,,-8880000.0,746712000.0,274411000.0,
September 2013,,,-34087000.0,926300000.0,222118000.0,
December 2013,,,-18559000.0,936858000.0,236956000.0,
March 2014,,,-25314000.0,900076000.0,251349000.0,
June 2014,,,-19818000.0,883822000.0,238793000.0,
September 2014,,,-38710000.0,858843000.0,215558000.0,
December 2014,,,-63626000.0,824713000.0,188215000.0,
March 2015,137341250.0,,-19673000.0,845423000.0,212353000.0,
June 2015,137341250.0,,-244808000.0,577149000.0,185403000.0,
September 2015,137341250.0,,-16783000.0,562656000.0,199413000.0,
December 2015,137341250.0,,-18443000.0,546505000.0,183685000.0,
March 2016,65655250.0,,-9830000.0,503494000.0,158845000.0,
June 2016,65655250.0,,-8234000.0,543247000.0,199014000.0,
September 2016,65655250.0,,-11264000.0,595401000.0,159365000.0,
December 2016,65655250.0,,-12858000.0,607740000.0,176052000.0,
March 2017,66745500.0,84614000.0,-19428000.0,602417000.0,176023000.0,
June 2017,66745500.0,84614000.0,-29198000.0,613383000.0,190497000.0,
September 2017,66745500.0,84614000.0,-12992000.0,590248000.0,170175000.0,
December 2017,66745500.0,84614000.0,-1962000.0,603092000.0,187691000.0,
March 2018,58336000.0,86192500.0,-13017000.0,586882000.0,175950000.0,
June 2018,58182000.0,86192500.0,-4309000.0,566146000.0,156556000.0,
September 2018,95486000.0,85929000.0,1791000.0,579172000.0,171941000.0,
December 2018,20131000.0,87570000.0,-15363000.0,1428211000.0,467425000.0,960786000.0
March 2019,92756000.0,82787000.0,-3712000.0,597190000.0,171085000.0,
June 2019,57760000.0,99245000.0,-15666000.0,600577000.0,177640000.0,
September 2019,149498000.0,133475000.0,-42794000.0,2581925000.0,545246000.0,2036679000.0
December 2019,213304000.0,144121000.0,-15811000.0,2589547000.0,558654000.0,2030893000.0
March 2020,149381000.0,129280000.0,-19910000.0,2612531000.0,601272000.0,2011259000.0
June 2020,143112000.0,124918000.0,-7668000.0,2626265000.0,637543000.0,1988722000.0
September 2020,139597000.0,123000000.0,1663000.0,2668490000.0,676475000.0,1992015000.0
December 2020,139419000.0,123001000.0,17839000.0,2647439000.0,657012000.0,1990427000.0
March 2021,136379000.0,120040000.0,-2861000.0,2640470000.0,664734000.0,1975736000.0
June 2021,150876000.0,134257000.0,31816000.0,2718758000.0,735764000.0,1982994000.0
September 2021,150085000.0,134633000.0,35476000.0,2786144000.0,811184000.0,1974960000.0
December 2021,151425000.0,136777000.0,75467000.0,2790918000.0,710256000.0,2080662000.0
March 2022,148691000.0,133969000.0,30275000.0,2878276000.0,805712000.0,2072564000.0
June 2022,157824000.0,141787000.0,33929000.0,2985912000.0,877139000.0,2108773000.0
