,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2010,2322660.0,2003131.0,283641.0,,
June 2010,2267372.0,1987202.0,342051.0,,
September 2010,2292159.0,2076918.0,547172.0,,
December 2010,2265438.0,2053570.0,376409.0,26282304.0,17271616.0
March 2011,2200437.0,2027966.0,393898.0,,
June 2011,2990896.0,2830841.0,-139482.0,27252270.0,18534486.0
September 2011,2894434.0,2756785.0,60831.0,27118224.0,18589211.0
December 2011,1274012.0,1153790.0,2171443.0,29344255.0,20971401.0
March 2012,2640573.0,2516735.0,133517.0,31161497.0,22368184.0
June 2012,2863040.0,2724067.0,359677.0,30672521.0,22023801.0
