,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2016,-6176.0,,-6176.0,,,
December 2016,-3134.0,,-738.0,,,
March 2017,-4437.0,,5682.0,,,
June 2017,-6030.0,,672.0,,,
September 2017,-11728.0,,-11728.0,,,
December 2017,-24277.0,,-22848.0,,,
March 2018,-20742.0,,-8358.0,,,
June 2018,-4775.0,,-4775.0,,,
September 2018,-11783.0,,-11783.0,,,
December 2018,-5556.0,,5053.0,,,
March 2019,-14387.0,,-5162.0,,,
June 2019,32878.0,,-6144.0,,,
September 2019,14118.0,,-14118.0,,,
December 2019,15723.0,,-15723.0,,,
March 2020,26977.0,,-26977.0,,,
June 2020,22699.0,,-22699.0,,,
September 2020,64785.0,39531.0,-69524.0,,,
December 2020,39449.0,0.0,-79898.0,,,
March 2021,22618.0,1093.0,-75061.0,,,
June 2021,250291.0,172911.0,-124412.0,,,
September 2021,106200.0,70481.0,-106195.0,,,
December 2021,103413.0,70020.0,-103371.0,,,
March 2022,90853.0,63745.0,-90844.0,,,
