,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2017,0.0,0.0,,,
December 2017,0.0,0.0,,,
March 2018,300.0,-300.0,,,
June 2018,4016892.0,-4016892.0,5000.0,5000.0,
September 2018,22350.0,-22350.0,5000.0,5000.0,
December 2018,0.0,0.0,5000.0,5000.0,
March 2019,15856.0,-15856.0,,,
June 2019,10650.0,-10650.0,,,
September 2019,9070.0,-9070.0,,,
December 2019,15600.0,-1080373.0,,,
March 2020,-490604.0,-4551.0,,,
June 2020,550473.0,1009455.0,6553774.0,5581488.0,972286.0
September 2020,1473996.0,-1246692.0,6185661.0,5300140.0,885521.0
December 2020,1631211.0,-1160403.0,10471395.0,9695583.0,775812.0
March 2021,1028992.0,-1747405.0,18933031.0,15660143.0,3272888.0
June 2021,3547032.0,-4290657.0,20442325.0,11798157.0,8644168.0
September 2021,3905754.0,-4755207.0,19170131.0,11399422.0,7770709.0
December 2021,2768781.0,-3602478.0,18482796.0,11432411.0,7050385.0
March 2022,731712.0,-1065023.0,18145101.0,11913202.0,6231899.0
