,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,1299564.0,,,
June 2010,2308592.0,,,
September 2010,4376795.0,,,
December 2010,5790858.0,63268953.0,9848103.0,
March 2011,4886542.0,,,
June 2011,5003121.0,57965358.0,6462962.0,
September 2011,3467634.0,54265045.0,4036087.0,
December 2011,2255800.0,52530281.0,3271362.0,
March 2012,2557201.0,51710897.0,3447714.0,
June 2012,1310371.0,49575180.0,2201685.0,
September 2012,-4098243.0,43215798.0,2214915.0,
December 2012,-4115617.0,36804075.0,1623196.0,
March 2013,935811.0,36009906.0,1470076.0,
June 2013,270454.0,34449039.0,1966338.0,
September 2013,1150979.0,33498430.0,1671268.0,
December 2013,-9794.0,31828676.0,1488208.0,
March 2014,1078845.0,31257983.0,1461822.0,
June 2014,1137742.0,30655905.0,1496842.0,
September 2014,792890.0,29912002.0,1289185.0,
December 2014,-652791.0,28084365.0,855621.0,
March 2015,-5086930.0,22449023.0,586566.0,
June 2015,-5452120.0,16619890.0,770353.0,
September 2015,-2113664.0,12012630.0,633203.0,
December 2015,-3592523.0,7994976.0,450341.0,
March 2016,-937029.0,6890839.0,345308.0,
June 2016,-26388.0,6736227.0,464763.0,
September 2016,22456.0,6453846.0,429413.0,
December 2016,206119.0,6338411.0,438860.0,
March 2017,229503.0,6209489.0,392676.0,
June 2017,227905.0,6122051.0,405090.0,
September 2017,193725.0,6015756.0,386059.0,
December 2017,229029.0,5961336.0,420404.0,
March 2018,203571.0,5900293.0,441969.0,
June 2018,325604.0,6006064.0,504396.0,
September 2018,188122.0,5804805.0,389470.0,
December 2018,164568.0,5682446.0,331647.0,
March 2019,89638.0,5308127.0,286337.0,
June 2019,131191.0,5220404.0,261518.0,
September 2019,64967.0,3990821.0,237647.0,
December 2019,59476.0,3954485.0,269865.0,
March 2020,-23014.0,3793917.0,165276.0,
June 2020,-991667.0,2810666.0,62376.0,
September 2020,-237981.0,2578393.0,182889.0,
December 2020,-360763.0,2182517.0,184874.0,1997643.0
March 2021,176578.0,2269873.0,296404.0,
June 2021,238674.0,2279925.0,337091.0,
September 2021,541288.0,2563959.0,648337.0,
December 2021,316448.0,2402142.0,516420.0,1885722.0
March 2022,436957.0,2484877.0,624767.0,1860110.0
June 2022,620431.0,2468483.0,636394.0,1832089.0
