,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
December 2017,3200.0,,-3200.0,,
March 2018,3200.0,,-3200.0,,
June 2018,3200.0,,-3200.0,,
September 2018,3200.0,,-3200.0,,
December 2018,7696.0,15.0,-7696.0,,
March 2019,9459.0,1778.0,-9459.0,,
June 2019,33185.0,8204.0,-33185.0,,
September 2019,101493.0,6312.0,-101493.0,,
December 2019,85183.0,24354.0,-85183.0,,
March 2020,75525.0,14697.0,-75525.0,,
June 2020,68738.0,5810.0,-68738.0,,
September 2020,72621.0,6890.0,144263.0,,
December 2020,92122.0,5301.0,-77710.0,,
March 2021,2697117.0,56296.0,-2697117.0,,
June 2021,435376.0,54555.0,-435376.0,,
September 2021,144309.0,38488.0,-144309.0,,
December 2021,186138.0,53720.0,-186138.0,,
March 2022,227916.0,93498.0,-227916.0,,
