,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 1985,-317.5555555559695,-14613.09,,,
September 1985,-317.5555555559695,-14613.09,,,
December 1985,-317.5555555559695,-14613.09,,,
March 1986,58087.649831649826,-14613.09,,,
June 1986,58087.649831649826,-14613.09,,,
September 1986,58087.649831649826,-14613.09,,,
December 1986,58087.649831649826,-14613.09,,,
March 1987,58087.649831649826,-14613.09,,,
June 1987,58087.649831649826,-14613.09,,,
September 1987,58087.649831649826,-14613.09,,,
December 1987,58087.649831649826,-14613.09,,,
March 1988,58087.649831649826,-14613.09,,,
June 1988,58087.649831649826,-14613.09,,,
September 1988,58087.649831649826,-14613.09,,,
December 1988,58087.649831649826,-14613.09,,,
March 1989,58087.649831649826,-14613.09,,,
June 1989,58087.649831649826,-14613.09,,,
September 1989,58087.649831649826,-14613.09,,,
December 1989,58087.649831649826,-14613.09,,,
March 1990,58087.649831649826,-14613.09,,,
June 1990,58087.649831649826,-14613.09,,,
September 1990,58087.649831649826,-14613.09,,,
December 1990,58087.649831649826,-14613.09,,,
March 1991,58087.649831649826,-14613.09,,,
June 1991,58087.649831649826,-14613.09,,,
September 1991,58087.649831649826,-14613.09,,,
December 1991,58087.649831649826,-14613.09,,,
March 1992,58087.649831649826,-14613.09,,,
June 1992,58087.649831649826,-14613.09,,,
September 1992,58087.649831649826,-14613.09,,,
December 1992,58087.649831649826,-14613.09,,,
March 1993,58087.649831649826,-14613.09,,,
June 1993,58087.649831649826,-14613.09,,,
September 1993,58087.649831649826,-14613.09,,,
December 1993,58087.649831649826,-14613.09,,,
March 1994,58087.649831649826,-14613.09,,,
June 1994,58087.649831649826,-14613.09,,,
September 1994,58087.649831649826,-14613.09,,,
December 1994,58087.649831649826,-14613.09,,,
March 1995,58087.649831649826,-14613.09,,,
June 1995,58087.649831649826,-14613.09,,,
September 1995,58087.649831649826,-14613.09,,,
December 1995,58087.649831649826,-14613.09,,,
March 1996,58087.649831649826,-14613.09,,,
June 1996,58087.649831649826,-14613.09,,,
September 1996,58087.649831649826,-14613.09,,,
December 1996,58087.649831649826,-14613.09,,,
March 1997,58087.649831649826,-14613.09,,,
June 1997,58087.649831649826,-14613.09,,,
September 1997,58087.649831649826,-14613.09,,,
December 1997,58087.649831649826,-14613.09,,,
March 1998,58087.649831649826,-14613.09,,,
June 1998,58087.649831649826,-14613.09,,,
September 1998,58087.649831649826,-14613.09,,,
December 1998,58087.649831649826,-14613.09,,,
March 1999,58087.649831649826,-14613.09,,,
June 1999,58087.649831649826,-14613.09,,,
September 1999,58087.649831649826,-14613.09,,,
December 1999,58087.649831649826,-14613.09,,,
March 2000,58087.649831649826,-14613.09,,,
June 2000,58087.649831649826,-14613.09,,,
September 2000,58087.649831649826,-14613.09,,,
December 2000,58087.649831649826,-14613.09,,,
March 2001,58087.649831649826,-14613.09,,,
June 2001,58087.649831649826,-14613.09,,,
September 2001,58087.649831649826,-14613.09,,,
December 2001,58087.649831649826,-14613.09,,,
March 2002,58087.649831649826,-14613.09,,,
June 2002,58087.649831649826,-14613.09,,,
September 2002,58087.649831649826,-14613.09,,,
December 2002,58087.649831649826,-14613.09,,,
March 2003,58087.649831649826,-14613.09,,,
June 2003,58087.649831649826,-14613.09,,,
September 2003,58087.649831649826,-14613.09,,,
December 2003,58087.649831649826,-14613.09,,,
March 2004,58087.649831649826,-14613.09,,,
June 2004,58087.649831649826,-14613.09,,,
September 2004,58087.649831649826,-14613.09,,,
December 2004,58087.649831649826,-14613.09,,,
March 2005,58087.649831649826,-14613.09,,,
June 2005,58087.649831649826,-14613.09,,,
September 2005,58087.649831649826,-14613.09,,,
December 2005,58087.649831649826,-14613.09,,,
March 2006,58087.649831649826,-14613.09,,,
June 2006,58087.649831649826,-14613.09,,,
September 2006,58087.649831649826,-14613.09,,,
December 2006,58087.649831649826,-14613.09,,,
March 2007,58087.649831649826,-14613.09,,,
June 2007,58087.649831649826,-14613.09,,,
September 2007,58087.649831649826,-14613.09,,,
December 2007,58087.649831649826,-14613.09,,,
March 2008,58087.649831649826,-14613.09,,,
June 2008,58087.649831649826,-14613.09,,,
September 2008,58087.649831649826,-14613.09,,,
December 2008,58087.649831649826,-14613.09,,,
March 2009,58087.649831649826,-14613.09,,,
June 2009,58087.649831649826,-14613.09,,,
September 2009,58087.649831649826,-14613.09,,,
December 2009,58087.649831649826,-14613.09,,,
March 2010,58087.649831649826,-14613.09,,,
June 2010,58087.649831649826,-24658.13499999931,,,
September 2010,57.5,17.5,,,
December 2010,57.5,17.5,,,
March 2011,0.0,0.0,,,
June 2011,58087.649831649826,-24658.13499999931,15000.0,5000.0,
September 2011,0.0,0.0,,5150.0,
December 2011,952.6666666666666,5292.0,,,
March 2012,952.6666666666666,5292.0,15035.0,,
June 2012,952.6666666666666,5292.0,12723.0,12723.0,0.0
September 2012,2000.0,-1965.0,12758.0,12758.0,0.0
December 2012,0.0,-1965.0,10758.0,10758.0,0.0
March 2013,0.0,1965.0,10758.0,10758.0,
June 2013,500.0,782.0,9540.0,9540.0,
September 2013,6250.0,-6250.0,9540.0,9540.0,
December 2013,2250.0,-2215.0,9575.0,9575.0,
March 2014,2250.0,-2250.0,9425.0,9425.0,
June 2014,2250.0,-2180.0,9195.0,9195.0,
September 2014,4750.0,-4750.0,9195.0,9195.0,
