,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2019,26946750.0,1862500.0,-12988000.0,,
June 2019,26946750.0,1862500.0,-12988000.0,,
September 2019,26946750.0,1862500.0,-12988000.0,,
December 2019,26946750.0,1862500.0,-12988000.0,,
March 2020,27510000.0,1910500.0,-11465000.0,,
June 2020,27510000.0,1910500.0,-7390000.0,,
September 2020,21686000.0,1633000.0,-2944000.0,467656.0,
December 2020,-21395359.0,1816000.0,-216868.0,404063677.0,1485155.0
March 2021,3341086.0,2283000.0,-233000.0,403793402.0,1118740.0
June 2021,39335000.0,2603000.0,5646642.0,403255701.0,570629.0
September 2021,49664000.0,2777000.0,-15303000.0,1068960000.0,1059211000.0
December 2021,95708914.0,3197000.0,12806000.0,1353082000.0,1342977000.0
March 2022,87727000.0,3182000.0,40988000.0,1150395000.0,1139069000.0
June 2022,84603000.0,3243000.0,11558000.0,1526795000.0,1515259000.0
