,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2020,10812000.0,2567500.0,,
June 2020,10812000.0,2567500.0,,
September 2020,10100000.0,2349000.0,,
December 2020,26103000.0,-32773000.0,78517000.0,52399000.0
March 2021,16828000.0,-36845000.0,,
June 2021,18562000.0,-30524000.0,,
September 2021,110492000.0,-130193000.0,166621000.0,105059000.0
December 2021,36785000.0,14847000.0,203894000.0,108642000.0
March 2022,32090000.0,2512000.0,236622000.0,131740000.0
June 2022,52828000.0,-34926000.0,246061000.0,131483000.0
