,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
September 2001,-2299.176470588235,,-0.1,,
December 2001,-2299.176470588235,,-0.1,,
March 2002,-2299.176470588235,,-0.1,,
June 2002,-2299.176470588235,,-0.1,,
September 2002,-2299.176470588235,,-0.1,,
December 2002,-2299.176470588235,,-0.1,,
March 2003,-2299.176470588235,,-0.1,,
June 2003,-2299.176470588235,,-0.1,,
September 2003,-2299.176470588235,,-0.1,,
December 2003,-2299.176470588235,,-0.1,,
March 2004,-2299.176470588235,,-1230.0,,
June 2004,-2299.176470588235,,-1230.0,,
September 2004,-2299.176470588235,,-1230.0,,
December 2004,-2299.176470588235,,-1230.0,,
March 2005,-2299.176470588235,,-3036.5,,
June 2005,-2299.176470588235,,-3036.5,,
September 2005,-2299.176470588235,,-3036.5,,
December 2005,-2299.176470588235,,-3036.5,,
March 2006,-2299.176470588235,,-2478.75,,
June 2006,-2299.176470588235,,-2478.75,,
September 2006,-2299.176470588235,,-2478.75,,
December 2006,-2299.176470588235,,-2478.75,,
March 2007,-2299.176470588235,,-8550.25,,
June 2007,-2299.176470588235,,-8550.25,,
September 2007,-2299.176470588235,,-8550.25,,
December 2007,-2299.176470588235,,-8550.25,,
March 2008,-2299.176470588235,,-9945.25,,
June 2008,-2299.176470588235,,-9945.25,,
September 2008,-2299.176470588235,,-9945.25,,
December 2008,-2299.176470588235,,-9945.25,,
March 2009,-2299.176470588235,,-7713.5,,
June 2009,-2299.176470588235,,-7713.5,,
September 2009,-2299.176470588235,,-7713.5,,
December 2009,-2299.176470588235,,-7713.5,,
March 2010,7646.0,,-8224.0,,
June 2010,8915.0,,-9597.0,,
September 2010,7295.0,,-8028.0,,
December 2010,6786.0,,-7557.0,478.0,478.0
March 2011,9708.0,4500.0,-10556.0,,
June 2011,213173.0,4500.0,-7684.0,28.0,28.0
September 2011,4138.0,6000.0,132795.0,,
December 2011,2693236.0,34820.0,-450558.0,1224945.0,1161178.0
March 2012,965896.0,87326.0,-230774.0,0.0,0.0
June 2012,1260821.0,102499.0,-341714.0,2394385.0,986827.0
September 2012,1357190.0,146952.0,232161.0,5398315.0,1077984.0
December 2012,1841409.0,239727.0,-53983.0,5357048.0,1141570.0
March 2013,1847148.0,271566.0,-1069709.0,5525030.0,1437756.0
June 2013,8717216.0,357242.0,-4337913.0,75087728.0,23130302.0
September 2013,40048022.0,482299.0,-7062268.0,68455317.0,20210420.0
December 2013,151135717.0,188440.0,-134354851.0,87412976.0,52386145.0
March 2014,9101778.0,39619.0,-2605845.0,70945600.0,35902401.0
June 2014,9939247.0,172810.0,-4036130.0,77649925.0,43106004.0
September 2014,19681034.0,0.0,3528396.0,22189538.0,6249184.0
