,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,2378800000.0,504700000.0,206900000.0,,
June 2009,2378800000.0,504700000.0,206900000.0,,
September 2009,2378800000.0,504700000.0,206900000.0,,
December 2009,2378800000.0,504700000.0,206900000.0,,
March 2010,1962600000.0,503300000.0,-195600000.0,,
June 2010,2221000000.0,535000000.0,-274000000.0,,
September 2010,2112800000.0,540800000.0,-164800000.0,,
December 2010,1773700000.0,450600000.0,-196700000.0,28587700000.0,1790500000.0
March 2011,1965500000.0,527700000.0,-147500000.0,,
June 2011,1930100000.0,506300000.0,-155500000.0,28962800000.0,1966700000.0
September 2011,2055800000.0,551800000.0,-164000000.0,28866100000.0,2027700000.0
December 2011,1805600000.0,501100000.0,-220600000.0,28515600000.0,1837200000.0
March 2012,2196400000.0,517800000.0,-280600000.0,28409700000.0,2103000000.0
June 2012,1974600000.0,520900000.0,-241700000.0,28038200000.0,1969000000.0
September 2012,2419000000.0,519000000.0,-505500000.0,28342900000.0,2879800000.0
December 2012,1462000000.0,350300000.0,-469700000.0,27998100000.0,3493600000.0
March 2013,1998300000.0,520500000.0,-217600000.0,27475000000.0,3131100000.0
June 2013,1988900000.0,509800000.0,-212000000.0,26844800000.0,2765600000.0
September 2013,2611400000.0,548200000.0,-761400000.0,26096400000.0,2724200000.0
December 2013,4195700000.0,364500000.0,-1756900000.0,24688900000.0,3770300000.0
March 2014,1882000000.0,527000000.0,-386000000.0,24376700000.0,3406800000.0
June 2014,2013000000.0,510000000.0,-466400000.0,27069400000.0,4431500000.0
September 2014,2540000000.0,562000000.0,-908000000.0,24491500000.0,4161800000.0
December 2014,2533000000.0,707000000.0,-1023000000.0,23328000000.0,3668000000.0
March 2015,1109000000.0,349000000.0,6772000000.0,12537000000.0,2023000000.0
June 2015,955000000.0,305000000.0,15000000.0,12503000000.0,2022000000.0
September 2015,873000000.0,268000000.0,-791000000.0,12652000000.0,2219000000.0
December 2015,677000000.0,130000000.0,-76000000.0,12206000000.0,1959000000.0
March 2016,862000000.0,331000000.0,-286000000.0,12140000000.0,1894000000.0
June 2016,1066000000.0,276000000.0,-2077000000.0,12117000000.0,1948000000.0
September 2016,1030000000.0,402000000.0,-244000000.0,15351000000.0,5399000000.0
December 2016,693000000.0,138000000.0,-541000000.0,14894000000.0,4988000000.0
March 2017,816000000.0,231000000.0,-507000000.0,14812000000.0,4842000000.0
June 2017,845000000.0,251000000.0,-1434000000.0,14793000000.0,4858000000.0
September 2017,909000000.0,247000000.0,-433000000.0,14353000000.0,4738000000.0
December 2017,1761000000.0,424000000.0,2001000000.0,25436000000.0,3457000000.0
March 2018,1847000000.0,427000000.0,-34000000.0,25151000000.0,3323000000.0
June 2018,1837000000.0,456000000.0,29000000.0,25154000000.0,3477000000.0
September 2018,1953000000.0,467000000.0,110000000.0,25966000000.0,2380000000.0
December 2018,2015000000.0,446000000.0,198000000.0,25775000000.0,2265000000.0
March 2019,1875000000.0,460000000.0,-217000000.0,26036000000.0,2191000000.0
June 2019,1953000000.0,467000000.0,-315000000.0,26136000000.0,2403000000.0
September 2019,2304000000.0,477000000.0,-359000000.0,25475000000.0,2712000000.0
December 2019,1992000000.0,478000000.0,-304000000.0,25345000000.0,2609000000.0
March 2020,1894000000.0,488000000.0,189000000.0,25980000000.0,3484000000.0
