,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2017,8564250.0,6888750.0,-26317529.0,,
June 2017,8564250.0,6888750.0,-5050.0,312935.0,
September 2017,8564250.0,6888750.0,-167016.0,403612779.0,1112779.0
December 2017,8564250.0,6888750.0,-605405.0,403108840.0,608840.0
March 2018,9619000.0,8858000.0,-3034000.0,404013108.0,894490.0
June 2018,9619000.0,8858000.0,1020245.0,405088659.0,458221.0
September 2018,9274000.0,8369000.0,1430665.0,406445213.0,60058.0
December 2018,9942000.0,6633000.0,-3406000.0,408197214.0,68617000.0
March 2019,11662000.0,7579000.0,1763028.0,410796340.0,769540.0
June 2019,10825000.0,7305000.0,-5423000.0,412146798.0,93920.0
September 2019,15675000.0,9824000.0,-7022000.0,739033000.0,89018000.0
December 2019,12368000.0,9959000.0,3105000.0,815284000.0,115843000.0
March 2020,14607000.0,11618000.0,-15969000.0,815067000.0,116507000.0
June 2020,13823000.0,11754000.0,-13150000.0,783235000.0,100218000.0
September 2020,10672000.0,8633000.0,15173000.0,769456000.0,94904000.0
December 2020,20093000.0,11459000.0,-7331000.0,768404000.0,103242000.0
March 2021,23273000.0,12050000.0,-27907000.0,750244000.0,104346000.0
June 2021,90122000.0,51264000.0,-129356000.0,2702527000.0,631141000.0
September 2021,70574000.0,48625000.0,-20525000.0,2681221000.0,605146000.0
December 2021,68011000.0,43844000.0,-3713000.0,2683766000.0,656704000.0
March 2022,74685000.0,53655000.0,-3273000.0,2746079000.0,712924000.0
June 2022,64013000.0,48779000.0,13623000.0,2814415000.0,782823000.0
