,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2015,0.0,0.0,,,
December 2015,0.0,0.0,,,
March 2016,623.0,-623.0,,,
June 2016,50.0,-50.0,0.0,1989.0,1989.0
September 2016,5252.0,-798.0,,,
December 2016,5016.0,-1424.0,7465.0,17631.0,25096.0
March 2017,6532.0,-5292.0,7214.0,12066.0,19280.0
June 2017,10319.0,1170.0,15187.0,5263.0,20450.0
September 2017,7617.0,-4637.0,13907.0,3406.0,17313.0
December 2017,2512.0,-2512.0,,,
March 2018,2506.0,-2506.0,10275.0,2020.0,12295.0
June 2018,2506.0,,8459.0,1330.0,9789.0
