,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2014,137553000.0,41068000.0,,,
June 2014,165805000.0,82922000.0,,,
September 2014,152148000.0,37997000.0,,,
December 2014,63625000.0,314676000.0,11396455000.0,2160823000.0,8385035000.0
March 2015,150473000.0,36417000.0,10960603000.0,1843899000.0,8267671000.0
June 2015,165122000.0,-3265000.0,10247416000.0,1113375000.0,8280291000.0
September 2015,153876000.0,27858000.0,10413399000.0,1158463000.0,8434843000.0
December 2015,73594000.0,-380928000.0,9758535000.0,1021945000.0,8078733000.0
March 2016,160634000.0,11093000.0,9573522000.0,1032784000.0,8004973000.0
June 2016,175032000.0,-161563000.0,9466668000.0,1039318000.0,7912327000.0
September 2016,143974000.0,145765000.0,9497676000.0,1339136000.0,7608265000.0
December 2016,140782000.0,18951000.0,9401051000.0,1296300000.0,7580831000.0
March 2017,165594000.0,-85594000.0,8151981000.0,937054000.0,6726515000.0
June 2017,147249000.0,-30402000.0,8045275000.0,946127000.0,6665526000.0
September 2017,126507000.0,-18687000.0,8174081000.0,1206041000.0,6537474000.0
December 2017,133658000.0,328802000.0,8169328000.0,1292991000.0,6436042000.0
March 2018,131956000.0,141189000.0,8047704000.0,1349904000.0,6264230000.0
June 2018,125878000.0,84442000.0,8059318000.0,1402254000.0,6253425000.0
September 2018,142747000.0,54099000.0,8161493000.0,1500069000.0,6253805000.0
December 2018,167217000.0,132841000.0,8251391000.0,1645730000.0,6184362000.0
March 2019,133262000.0,113208000.0,8420134000.0,1854804000.0,6206341000.0
June 2019,129700000.0,63657000.0,8462780000.0,1878103000.0,6223196000.0
