,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2015,23875000.0,229866666.66666666,4800000.0,,
June 2015,23875000.0,229866666.66666666,4800000.0,,
September 2015,23875000.0,229866666.66666666,4800000.0,,
December 2015,23875000.0,0.0,0.0,74100.0,74100.0
March 2016,20300000.0,147600000.0,147400000.0,,
June 2016,25500000.0,143400000.0,104000000.0,,
September 2016,22000000.0,143000000.0,302400000.0,,
December 2016,37600000.0,-434000000.0,-133800000.0,74100.0,74100.0
March 2017,43400000.0,254100000.0,190800000.0,29570500000.0,13734800000.0
June 2017,49100000.0,268000000.0,164900000.0,29524500000.0,13930700000.0
September 2017,51100000.0,284400000.0,121000000.0,29628200000.0,14135000000.0
December 2017,69300000.0,254400000.0,-153900000.0,28263700000.0,12977100000.0
March 2018,41100000.0,303100000.0,95100000.0,28527800000.0,13173500000.0
June 2018,53600000.0,281400000.0,105700000.0,27058500000.0,11841500000.0
September 2018,38600000.0,250600000.0,136900000.0,26660000000.0,11563200000.0
December 2018,55900000.0,305500000.0,-2259300000.0,24784500000.0,11781200000.0
March 2019,39900000.0,297800000.0,20900000.0,25629900000.0,11252100000.0
June 2019,29500000.0,323800000.0,97000000.0,25512700000.0,11303800000.0
September 2019,40600000.0,298100000.0,-119100000.0,24779700000.0,10993400000.0
December 2019,39500000.0,308400000.0,-2414000000.0,23518800000.0,11886400000.0
March 2020,35200000.0,293900000.0,-3256100000.0,19927600000.0,11830100000.0
June 2020,38200000.0,157800000.0,11700000.0,19594400000.0,11481700000.0
September 2020,20800000.0,252000000.0,-3900000.0,18911200000.0,11034100000.0
December 2020,25600000.0,362500000.0,-39300000.0,19692600000.0,11444700000.0
March 2021,16500000.0,147600000.0,368200000.0,11165500000.0,6263200000.0
June 2021,19200000.0,172600000.0,-167000000.0,10727900000.0,5884200000.0
September 2021,18700000.0,153400000.0,-32200000.0,10253600000.0,5597200000.0
December 2021,24000000.0,171300000.0,-155700000.0,10020100000.0,5341500000.0
March 2022,14600000.0,159600000.0,-61700000.0,10079000000.0,5238900000.0
June 2022,11500000.0,143100000.0,2100000.0,9287100000.0,4734600000.0
