,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2013,939250000.0,918250000.0,103897000000.0
June 2013,939250000.0,918250000.0,101900000000.0
September 2013,939250000.0,918250000.0,102685000000.0
December 2013,939250000.0,918250000.0,103812000000.0
March 2014,988000000.0,1052000000.0,104134000000.0
June 2014,988000000.0,683000000.0,104811000000.0
September 2014,988000000.0,919000000.0,104522000000.0
December 2014,988000000.0,1038000000.0,103078000000.0
March 2015,995000000.0,833000000.0,102691000000.0
June 2015,1032000000.0,812000000.0,101664000000.0
September 2015,1028000000.0,928000000.0,102110000000.0
December 2015,1039000000.0,866000000.0,100184000000.0
March 2016,995000000.0,691000000.0,101680000000.0
June 2016,1054000000.0,664000000.0,102446000000.0
September 2016,1057000000.0,716000000.0,102787000000.0
December 2016,1048000000.0,943000000.0,100245000000.0
March 2017,996000000.0,617000000.0,101246000000.0
June 2017,1045000000.0,595000000.0,102669000000.0
September 2017,1045000000.0,293000000.0,104311000000.0
December 2017,1084000000.0,551000000.0,103483000000.0
March 2018,1062000000.0,669000000.0,103676000000.0
June 2018,1113000000.0,524000000.0,103523000000.0
September 2018,1059000000.0,709000000.0,104390000000.0
December 2018,1063000000.0,621000000.0,104233000000.0
March 2019,1057000000.0,796000000.0,107246000000.0
June 2019,1125000000.0,557000000.0,108572000000.0
September 2019,1098000000.0,396000000.0,110241000000.0
December 2019,1085000000.0,873000000.0,110122000000.0
March 2020,1137000000.0,600000000.0,109436000000.0
June 2020,1121000000.0,-40000000.0,113337000000.0
September 2020,1109000000.0,827000000.0,116384000000.0
December 2020,1142000000.0,1310000000.0,116764000000.0
March 2021,1163000000.0,733000000.0,117032000000.0
June 2021,1174000000.0,934000000.0,119759000000.0
September 2021,1187000000.0,662000000.0,120706000000.0
December 2021,1153000000.0,1333000000.0,120466000000.0
March 2022,1191000000.0,1018000000.0,118592000000.0
June 2022,1223000000.0,551000000.0,116587000000.0
