,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
June 2012,178000.0,-26026000.0,,
September 2012,178000.0,-20085000.0,,
December 2012,178000.0,-8001000.0,1597127000.0,158003000.0
March 2013,426000.0,-17630000.0,,
June 2013,426000.0,-10996000.0,1527364000.0,107971000.0
September 2013,426000.0,-8343000.0,1530276000.0,125492000.0
December 2013,426000.0,-308020000.0,1164603000.0,132261000.0
March 2014,256000.0,-19257000.0,1131873000.0,120304000.0
June 2014,256000.0,-8800000.0,1179594000.0,113071000.0
September 2014,256000.0,-6620000.0,1196149000.0,143389000.0
December 2014,256000.0,-2345000.0,1233089000.0,163690000.0
March 2015,313250.0,-32010000.0,1208195000.0,160621000.0
June 2015,313250.0,-19124000.0,1165330000.0,136768000.0
September 2015,313250.0,-14598000.0,1173872000.0,155286000.0
December 2015,313250.0,-9734000.0,1186567000.0,177122000.0
